t[s],q_fl1,q_fl2,q_fl3,q_fr1,q_fr2,q_fr3,q_bl1,q_bl2,q_bl3,q_br1,q_br2,q_br3,qd_fl1,qd_fl2,qd_fl3,qd_fr1,qd_fr2,qd_fr3,qd_bl1,qd_bl2,qd_bl3,qd_br1,qd_br2,qd_br3,Tau_fl1,Tau_fl2,Tau_fl3,Tau_fr1,Tau_fr2,Tau_fr3,Tau_bl1,Tau_bl2,Tau_bl3,Tau_br1,Tau_br2,Tau_br3
0,0,1.34242930980087,-2.44273564739126,0,1.34242930980087,-2.44273564739126,0,1.11319042751898,-2.21398701716054,0,1.11319042751898,-2.21398701716054,0,0.83638804556366,-1.49844527193623,0,0.83638804556366,-1.49844527193623,0,0.47168872254725,-1.11074050280633,0,0.47168872254725,-1.11074050280633,0,-0.420412476737527,0.9248865839596,0,-0.420412476737527,0.9248865839596,0,-0.549195781631339,1.03751636833581,0,-0.549195781631339,1.03751636833581
0.007142857142857,0,1.34903501295269,-2.45133404534432,0,1.34903501295269,-2.45133404534432,0,1.1170183487371,-2.21965802443121,0,1.1170183487371,-2.21965802443121,0,0.93423516004306,-1.21605913907496,0,0.93423516004306,-1.21605913907496,0,0.541377429420017,-0.802042456852336,0,0.541377429420017,-0.802042456852336,0,-1.49224273328738,2.46595786144128,0,-1.49224273328738,2.46595786144128,0,1.99693778662931,4.55202103622219,0,1.99693778662931,4.55202103622219
0.014285714285714,0,1.35613501504132,-2.45842350511711,0,1.35613501504132,-2.45842350511711,0,1.12112020256643,-2.22365150153537,0,1.12112020256643,-2.22365150153537,0,1.00414315253434,-1.00265216786742,0,1.00414315253434,-1.00265216786742,0,0.580119327289979,-0.564791761873454,0,0.580119327289979,-0.564791761873454,0,-1.20446821533443,2.01368609714362,0,-1.20446821533443,2.01368609714362,0,1.56570657876363,3.63766848652434,0,1.56570657876363,3.63766848652434
0.021428571428572,0,1.36341400307894,-2.4642037662365,0,1.36341400307894,-2.4642037662365,0,1.12487696944191,-2.22521565931668,0,1.12487696944191,-2.22521565931668,0,1.02945687960647,-0.81749407259853,0,1.02945687960647,-0.81749407259853,0,0.53131417238964,-0.221216600499322,0,0.53131417238964,-0.221216600499322,0,-1.18993710002052,2.0006006145134,0,-1.18993710002052,2.0006006145134,0,1.54919627372453,3.61657183262183,0,1.54919627372453,3.61657183262183
0.028571428571429,0,1.37088900069705,-2.46870766659169,0,1.37088900069705,-2.46870766659169,0,1.12829567614909,-2.22439307586872,0,1.12829567614909,-2.22439307586872,0,1.05717823456098,-0.636980193091463,0,1.05717823456098,-0.636980193091463,0,0.483502805729996,0.116336801925917,0,0.483502805729996,0.116336801925917,0,0.612576330730324,2.68278237733574,0,0.612576330730324,2.68278237733574,0,-1.28417999814103,2.04445702758759,0,-1.28417999814103,2.04445702758759
0.035714285714286,0,1.37713496256503,-2.47183167119627,0,1.37713496256503,-2.47183167119627,0,1.13100580368986,-2.2227947137558,0,1.13100580368986,-2.2227947137558,0,0.883357464186579,-0.441823508361558,0,0.883357464186579,-0.441823508361558,0,0.383289466480208,0.2260540702553,0,0.383289466480208,0.2260540702553,0,0.60426461438705,2.68652668210075,0,0.60426461438705,2.68652668210075,0,-1.28955093101029,2.03832055521686,0,-1.28955093101029,2.03832055521686
0.042857142857143,0,1.38210361880198,-2.47355986009203,0,1.38210361880198,-2.47355986009203,0,1.13300158121716,-2.22043698986862,0,1.13300158121716,-2.22043698986862,0,0.702709953510777,-0.244415286686174,0,0.702709953510777,-0.244415286686174,0,0.28225996457523,0.33344952118719,0,0.28225996457523,0.33344952118719,0,0.596791822217865,2.6832814505514,0,0.596791822217865,2.6832814505514,0,-1.29151380324498,2.02643585201136,0,-1.29151380324498,2.02643585201136
0.05,0,1.38576314744918,-2.47389087965082,0,1.38576314744918,-2.47389087965082,0,1.13428467005783,-2.21734548032159,0,1.13428467005783,-2.21734548032159,0,0.517561908675898,-0.046815623315165,0,0.517561908675898,-0.046815623315165,0,0.181465421751851,0.437227778793975,0,0.181465421751851,0.437227778793975,0,0.591982936752081,2.68204322142334,0,0.591982936752081,2.68204322142334,0,-1.29383470164235,2.01373491914456,0,-1.29383470164235,2.01373491914456
0.057142857142857,0,1.38808322365343,-2.4728183672857,0,1.38808322365343,-2.4728183672857,0,1.13485679598153,-2.21354582209246,0,1.13485679598153,-2.21354582209246,0,0.328125063172372,0.151683891639033,0,0.328125063172372,0.151683891639033,0,0.080914952066215,0.537380235262407,0,0.080914952066215,0.537380235262407,0,0.58956313577117,2.68143338602618,0,0.58956313577117,2.68143338602618,0,-1.29651620705088,2.00018268373285,0,-1.29651620705088,2.00018268373285
0.064285714285714,0,1.38903797569895,-2.47033407227303,0,1.38903797569895,-2.47033407227303,0,1.13472005835671,-2.20906313430032,0,1.13472005835671,-2.20906313430032,0,0.135029217865703,0.351350294649107,0,0.135029217865703,0.351350294649107,0,-0.01933860693882,0.633980130603059,0,-0.01933860693882,0.633980130603059,0,0.589469701534054,2.68108887079041,0,0.589469701534054,2.68108887079041,0,-1.29953358596204,1.98578072699305,0,-1.29953358596204,1.98578072699305
0.071428571428572,0,1.38860688343925,-2.4664285945836,0,1.38860688343925,-2.4664285945836,0,1.13387695658787,-2.203921930045,0,1.13387695658787,-2.203921930045,0,-0.060968762442645,0.55234613036193,0,-0.060968762442645,0.55234613036193,0,-0.119238678735973,0.727113173252364,0,-0.119238678735973,0.727113173252364,0,0.591713618253147,2.68103332100755,0,0.591713618253147,2.68103332100755,0,-1.30286761119577,1.97056654972936,0,-1.30286761119577,1.97056654972936
