,q_fl1,qd_fl1,Tau_fl1,q_fl2,qd_fl2,Tau_fl2,q_fl3,qd_fl3,Tau_fl3,q_fr1,qd_fr1,Tau_fr1,q_fr2,qd_fr2,Tau_fr2,q_fr3,qd_fr3,Tau_fr3,q_bl1,qd_bl1,Tau_bl1,q_bl2,qd_bl2,Tau_bl2,q_bl3,qd_bl3,Tau_bl3,q_br1,qd_br1,Tau_br1,q_br2,qd_br2,Tau_br2,q_br3,qd_br3,Tau_br3
34,0.006540500567319922,0.014021442415017741,0.09410321061472181,0.8959941066263946,1.492880640033779,5.931964277082462,-0.9962807684933735,0.7517059519177581,3.4307854198149794,-0.04118872693094061,0.23028744652673735,-0.1457810242581966,0.6690403730519536,-1.9476659891019241,6.042275347956698,-1.1469579216286467,-0.680179697829342,3.0338561484831414,0.12972466231727908,-0.08781340784570497,0.1300394206189129,0.3897227502112544,-1.6049802687373673,5.514498905914961,-1.3078069333565663,-0.6700376271786533,2.012697402439204,-0.10602641490436446,-0.23835790903789114,-0.16384281386435195,0.6535097980107332,1.2575865029573623,6.048756591444381,-1.1427643003284145,0.589015448875848,2.9598981498129704
35,0.0065470725500116666,0.018544014618422856,0.09717580646456814,0.9000246530462187,1.458918428060619,6.1413517367820445,-0.9942366702781207,0.7386648558914216,3.5564203961154894,-0.04050137282693945,0.21879463676268937,-0.15271659349008976,0.6633584753316931,-1.862226285156609,6.259938435840015,-1.1489766408157467,-0.6471865724682914,3.135032078700202,0.12946559649335204,-0.08375129048161448,0.13463629623269968,0.38500248041463847,-1.5307655496020267,5.705038014903863,-1.309775818353271,-0.6393449192874965,2.0731835829201906,-0.10651638011419712,-0.2422751117142256,-0.17170154598070467,0.6571939030474927,1.2024305294685387,6.268099555309857,-1.1411087513769769,0.576491328357141,3.0726377647994005
36,0.006557884567440274,0.023244181951514533,0.09952632225648005,0.9041348406310623,1.4092947378556406,6.301891000706064,-0.9921206394050631,0.7182434422777971,3.6528170582943926,-0.03978587309564374,0.20272339318966914,-0.15806601999557868,0.6574229391116699,-1.7362190281211085,6.42688611254197,-1.1510785324471142,-0.6006451856612403,3.21251130392519,0.12920060852679502,-0.07849798760110545,0.13815917699456365,0.38008411578603535,-1.4242878287484084,5.851062056642869,-1.311844220655508,-0.5934435666147003,2.119404552656316,-0.10704147861795953,-0.24547630908496157,-0.17776385965053865,0.660953158302623,1.1316173246861236,6.436366100865753,-1.1394370155105997,0.5619171790070009,3.1592092450772062
37,0.006572892571490223,0.02799482839010211,0.10101675624782666,0.9082811322331544,1.3481186385830841,6.40388196242197,-0.9899668191268667,0.6913638896098291,3.7140966213128666,-0.03905858062115878,0.1833080153701366,-0.16148177446996836,0.6513699426402587,-1.580163978747939,6.53298268790858,-1.153215968600994,-0.544186541792972,3.2616835290988684,0.12893402079959881,-0.07239728891316977,0.14039641278422393,0.37507812802635826,-1.294101198895947,5.943796801393324,-1.31396005539148,-0.5362497845576801,2.148685279050817,-0.10759762296752912,-0.24821046768604355,-0.18163526877309016,0.664730648572991,1.0496532515611163,6.543317283025718,-1.137765196265805,0.5453059015276861,3.21428031286118
38,0.006592052514045986,0.032668837909994995,0.10143740022430507,0.9124199907047231,1.2794991994071876,6.432878619795296,-0.9878093526961972,0.6589483764204618,3.731619637562205,-0.038335848287589805,0.16178280286655125,-0.1624914457503765,0.645335664165833,-1.4045808977896124,6.563244320131066,-1.1553413213556305,-0.4814416452482689,3.2755326351731258,0.12867015569375403,-0.06579298412679926,0.14103495148249456,0.3700949888365204,-1.1487597527640758,5.970070435590208,-1.3160712376893888,-0.4716797885138504,2.156777508137931,-0.10818072571478342,-0.2507265540534161,-0.18278097758734552,0.6684694586554643,0.9610446730445159,6.57385399755525,-1.136109397179115,0.5266703966214551,3.230122653756957
39,0.006615320346992041,0.03713909448700251,0.07244861732331823,0.9165078788979971,1.2075454894921906,4.5130771997067365,-0.9856823833657204,0.6219190812426401,2.6142255389472817,-0.037634028979042077,0.139382055241373,-0.11172734057910308,0.6394562819367672,-1.219989545998645,4.6014389807867815,-1.1574069627892696,-0.41604150041191434,2.3031829799136307,0.12841333559125154,-0.05902886295098586,0.09999735802160514,0.365245169917435,-0.9968175830722291,4.191762271822829,-1.3181256826774361,-0.4036497938806267,1.5218993873310889,-0.10878669941159987,-0.2532735347230237,-0.12573422190418448,0.6721126733469092,0.870297952087322,4.606988854490509,-1.1344857217870508,0.5060235649905659,2.2596791334352666
40,0.006642652022212863,0.04127848209693399,0.02042871409371281,0.9205012596652052,1.1363665780023338,1.068024524188366,-0.983620054388102,0.5811981826093086,0.6090798562942257,-0.036969475579620874,0.11734007205706168,-0.020631972844390098,0.6338679742014358,-1.0369096841275511,1.0810109498279932,-1.1593652649801556,-0.3516171116686916,0.5583172108089465,0.12816788287408207,-0.052448715094721474,0.026356058629946874,0.3606391429700152,-0.8468287825398426,1.000616962012419,-1.3200713054838245,-0.33607601605542436,0.3826208422549051,-0.10941145660985599,-0.256100376230811,-0.023364739186096342,0.6756033774441932,0.7819194516405344,1.0774810873869507,-1.1329102736261347,0.4833783073372772,0.5182338927241279
41,0.00667400349159293,0.04495988471559885,-0.011564127980571437,0.9243565958585758,1.0700715341018552,-1.050722711825772,-0.9816565090160078,0.5377078590534112,-0.6241079271952081,-0.036358540973431455,0.09689115287607672,0.03539273179167851,0.6287069192082124,-0.8658610729288441,-1.0840930014659627,-1.1611686000065338,-0.29179948340338285,-0.514795415821637,0.12793811992423623,-0.04639633026699794,-0.018934192126259186,0.35638737969517437,-0.7073474438863484,-0.9619743077605314,-1.3218560212367554,-0.2728746704356579,-0.318048638239226,-0.11005090986142924,-0.25945604511272236,0.03959367654509738,0.6788846557441832,0.7004155346551517,-1.093207006639327,-1.1313991562328887,0.4587475243638471,-0.5527750693874678
42,0.006709330707016715,0.04805618631880641,-0.002490958294076936,0.9280303503303374,1.0127694269549945,-0.023526239937483873,-0.9798258905021034,0.49237028910789316,-0.011506879812925447,-0.035817578044579086,0.07926959726087818,-0.00032694180424804736,0.6241092952054715,-0.7173634731550393,-0.02127874142567271,-1.1627693399466488,-0.2402196200007719,-0.010811663117491141,0.1277283691237049,-0.041215498176807155,-0.0027167875005938546,0.3526003517938255,-0.5869276598311826,-0.01941551663532093,-1.323427745064431,-0.21796197241874288,-0.007229504969471487,-0.11070097171819712,-0.2635895079047024,-0.0001610106733551213,0.6818995930437463,0.630292564082174,-0.021005512485886002,-1.1299684731438342,0.43214411677253395,-0.008550508153355368
43,0.006748589620368696,0.05044027088236604,0.02004493685512305,0.9314789859327188,0.9685693257259916,2.4778843751141553,-0.9781623420990547,0.44610765130569885,1.4792786820307267,-0.03536293967716903,0.06570970477392565,-0.08672447282581615,0.6202112804415872,-0.6019366455586519,2.5659671227794574,-1.1641198568787456,-0.20050852584564116,1.217595771230521,0.12754295285447872,-0.037250008533141005,0.03716883238066944,0.349388530966882,-0.4941235230937777,2.276498865617412,-1.3247343920950536,-0.17525413740209417,0.7516501493593484,-0.11135755473203708,-0.2687497311426956,-0.09633839146578503,0.6845912741397495,0.5760569028726003,2.588642282669201,-1.1286343278954936,0.40358098526559627,1.3150235480955705
