,t[s],q_fl1,qd_fl1,Tau_fl1,q_fl2,qd_fl2,Tau_fl2,q_fl3,qd_fl3,Tau_fl3,q_fr1,qd_fr1,Tau_fr1,q_fr2,qd_fr2,Tau_fr2,q_fr3,qd_fr3,Tau_fr3,q_bl1,qd_bl1,Tau_bl1,q_bl2,qd_bl2,Tau_bl2,q_bl3,qd_bl3,Tau_bl3,q_br1,qd_br1,Tau_br1,q_br2,qd_br2,Tau_br2,q_br3,qd_br3,Tau_br3
29,0.0725,0.00676146716252,-0.009035964553124,0.072739091488553,-0.876785079246109,-1.51305418239617,-4.49180776709035,1.00573691639486,-0.751537289096218,-2.56979330284714,-0.044305217650092,0.242225393580574,-0.099474562866997,-0.69450382526662,1.99179755174824,-4.54797789620903,1.13776176325782,0.714465631397172,-2.3338862495901,-0.130971004621807,0.095783349010577,-0.098352873980968,0.411115641150721,-1.66749248925948,4.20117539307506,-1.29924039394837,-0.680591819387832,1.58991447974813,0.104054567230808,0.198663709749775,0.111409890111541,0.635786035667464,1.36402574675539,4.54425857549569,-1.15126503798915,0.634769978704669,2.19030777673364
30,0.075,0.006668752034845,-0.003950077885473,0.077352061488609,-0.880611718201943,-1.51200609301039,-4.7999346091795,1.00385648426511,-0.753616925517868,-2.75343807417333,-0.043682700844157,0.241034468000881,-0.109127906160484,-0.689455222700927,1.98999333764947,-4.86718268768944,1.13960524557185,0.710455217101969,-2.48439127887895,-0.130716596183155,0.094591797185952,-0.105144972050156,0.406846101601201,-1.661263592154,4.48267639223357,-1.30091267654354,-0.681001002564192,1.68160122500195,0.104403138898606,0.209184751290192,0.12233342294903,0.639388462329174,1.34930089978317,4.86539945461376,-1.14948010305555,0.626525488425078,2.35390389848511
31,0.0775,0.006598101162743,0.000956206578449,0.081932960143885,-0.88443668850901,-1.51070801167289,-5.10771378765583,1.00197356554568,-0.755166400149306,-2.93723845657204,-0.043063033420332,0.239627835940657,-0.118932753251043,-0.684410721701623,1.98782228076351,-5.18635051875839,1.14143922573958,0.706031344961039,-2.63425107847191,-0.130465210495523,0.093289558016311,-0.111921325868825,0.402590858400935,-1.65433637074521,4.76353347283547,-1.30259119392806,-0.681327083630745,1.77239792249473,0.104770581463325,0.218780733849586,0.133432967843819,0.642952402479736,1.33272270342611,5.18665864085401,-1.14772749909365,0.61781911093589,2.51799327445398
32,0.08,0.006553323005116,0.005576184982717,0.086343785711749,-0.888261250005053,-1.50909024424905,-5.40544519608681,1.00009280833016,-0.756129115709097,-3.11531566500443,-0.042446056625215,0.237956285193415,-0.128541574833978,-0.679369990723276,1.98520109155151,-5.4953456992619,1.14326151212237,0.701208952289595,-2.77885535330976,-0.130217343818503,0.091873717335099,-0.118470285316695,0.39835276062724,-1.64671416749243,5.03497240514211,-1.30428160462016,-0.681541581003864,1.85962953962971,0.105160291060329,0.22702109702156,0.144314038695146,0.646476063051262,1.31393682083596,5.49779718913011,-1.14602430993585,0.608765056969147,2.67724362685506
33,0.0825,0.006538212667481,0.00980358136549,0.090446536449572,-0.892086738519362,-1.50707230461088,-5.68342872803987,0.998218790798156,-0.756444551823862,-3.28179091443169,-0.041831582523542,0.235967522919353,-0.137606841604594,-0.674332454024078,1.98201837920454,-5.784032539046,1.14507000280757,0.695993557359609,-2.91359380833325,-0.129973483616585,0.090340549984385,-0.124580200273484,0.39413445347497,-1.638377893435,5.28821895941483,-1.30598965053719,-0.681605474890755,1.94062104381012,0.105575670436584,0.233475734520014,0.154582149402244,0.649957758395478,1.2925788822016,5.78857615435568,-1.14438755882839,0.599476639860864,2.82632267790312
34,0.085,0.00654050056732,0.014021442415018,0.094103210614722,-0.895994106626394,-1.49288064003378,-5.93196427708246,0.996280768493373,-0.751705951917758,-3.43078541981498,-0.041188726930941,0.230287446526737,-0.145781024258197,-0.669040373051954,1.94766598910192,-6.0422753479567,1.14695792162865,0.680179697829342,-3.03385614848314,-0.129724662317279,0.087813407845705,-0.130039420618913,0.389722750211254,-1.60498026873737,5.51449890591496,-1.30780693335657,-0.670037627178653,2.0126974024392,0.106026414904364,0.238357909037891,0.163842813864352,0.653509798010733,1.25758650295736,6.04875659144438,-1.14276430032841,0.589015448875848,2.95989814981297
35,0.0875,0.006547072550012,0.018544014618423,0.097175806464568,-0.900024653046219,-1.45891842806062,-6.14135173678204,0.994236670278121,-0.738664855891422,-3.55642039611549,-0.040501372826939,0.218794636762689,-0.15271659349009,-0.663358475331693,1.86222628515661,-6.25993843584002,1.14897664081575,0.647186572468291,-3.1350320787002,-0.129465596493352,0.083751290481614,-0.1346362962327,0.385002480414638,-1.53076554960203,5.70503801490386,-1.30977581835327,-0.639344919287496,2.07318358292019,0.106516380114197,0.242275111714226,0.171701545980705,0.657193903047493,1.20243052946854,6.26809955530986,-1.14110875137698,0.576491328357141,3.0726377647994
36,0.09,0.00655788456744,0.023244181951515,0.09952632225648,-0.904134840631062,-1.40929473785564,-6.30189100070606,0.992120639405063,-0.718243442277797,-3.65281705829439,-0.039785873095644,0.202723393189669,-0.158066019995579,-0.65742293911167,1.73621902812111,-6.42688611254197,1.15107853244711,0.60064518566124,-3.21251130392519,-0.129200608526795,0.078497987601105,-0.138159176994564,0.380084115786035,-1.42428782874841,5.85106205664287,-1.31184422065551,-0.5934435666147,2.11940455265632,0.10704147861796,0.245476309084961,0.177763859650539,0.660953158302623,1.13161732468612,6.43636610086575,-1.1394370155106,0.561917179007001,3.15920924507721
37,0.0925,0.00657289257149,0.027994828390102,0.101016756247827,-0.908281132233154,-1.34811863858308,-6.40388196242197,0.989966819126867,-0.691363889609829,-3.71409662131287,-0.039058580621159,0.183308015370137,-0.161481774469968,-0.651369942640259,1.58016397874794,-6.53298268790858,1.15321596860099,0.544186541792972,-3.26168352909887,-0.128934020799599,0.07239728891317,-0.140396412784224,0.375078128026358,-1.29410119889595,5.94379680139332,-1.31396005539148,-0.53624978455768,2.14868527905082,0.107597622967529,0.248210467686043,0.18163526877309,0.664730648572991,1.04965325156112,6.54331728302572,-1.13776519626581,0.545305901527686,3.21428031286118
38,0.095,0.006592052514046,0.032668837909995,0.101437400224305,-0.912419990704723,-1.27949919940719,-6.4328786197953,0.987809352696197,-0.658948376420462,-3.7316196375622,-0.03833584828759,0.161782802866551,-0.162491445750376,-0.645335664165833,1.40458089778961,-6.56324432013107,1.15534132135563,0.481441645248269,-3.27553263517313,-0.128670155693754,0.065792984126799,-0.141034951482495,0.37009498883652,-1.14875975276408,5.97007043559021,-1.31607123768939,-0.47167978851385,2.15677750813793,0.108180725714783,0.250726554053416,0.182780977587345,0.668469458655464,0.961044673044516,6.57385399755525,-1.13610939717912,0.526670396621455,3.23012265375696
39,0.0975,0.006615320346992,0.037139094487003,0.072448617323318,-0.916507878897997,-1.20754548949219,-4.51307719970674,0.98568238336572,-0.62191908124264,-2.61422553894728,-0.037634028979042,0.139382055241373,-0.111727340579103,-0.639456281936767,1.21998954599865,-4.60143898078678,1.15740696278927,0.416041500411914,-2.30318297991363,-0.128413335591252,0.059028862950986,-0.099997358021605,0.365245169917435,-0.996817583072229,4.19176227182283,-1.31812568267744,-0.403649793880627,1.52189938733109,0.1087866994116,0.253273534723024,0.125734221904184,0.672112673346909,0.870297952087322,4.60698885449051,-1.13448572178705,0.506023564990566,2.25967913343527
40,0.1,0.006642652022213,0.041278482096934,0.020428714093713,-0.920501259665205,-1.13636657800233,-1.06802452418837,0.983620054388102,-0.581198182609309,-0.609079856294226,-0.036969475579621,0.117340072057062,-0.02063197284439,-0.633867974201436,1.03690968412755,-1.08101094982799,1.15936526498016,0.351617111668692,-0.558317210808947,-0.128167882874082,0.052448715094721,-0.026356058629947,0.360639142970015,-0.846828782539843,1.00061696201242,-1.32007130548382,-0.336076016055424,0.382620842254905,0.109411456609856,0.256100376230811,0.023364739186096,0.675603377444193,0.781919451640534,1.07748108738695,-1.13291027362613,0.483378307337277,0.518233892724128
41,0.1025,0.006674003491593,0.044959884715599,-0.011564127980571,-0.924356595858576,-1.07007153410186,1.05072271182577,0.981656509016008,-0.537707859053411,0.624107927195208,-0.036358540973431,0.096891152876077,0.035392731791679,-0.628706919208212,0.865861072928844,1.08409300146596,1.16116860000653,0.291799483403383,0.514795415821637,-0.127938119924236,0.046396330266998,0.018934192126259,0.356387379695174,-0.707347443886348,-0.961974307760531,-1.32185602123676,-0.272874670435658,-0.318048638239226,0.110050909861429,0.259456045112722,-0.039593676545097,0.678884655744183,0.700415534655152,-1.09320700663933,-1.13139915623289,0.458747524363847,-0.552775069387468
