t[s],q_bl1,q_bl2,q_bl3,q_br1,q_br2,q_br3,q_fl1,q_fl2,q_fl3,q_fr1,q_fr2,q_fr3,qd_bl1,qd_bl2,qd_bl3,qd_br1,qd_br2,qd_br3,qd_fl1,qd_fl2,qd_fl3,qd_fr1,qd_fr2,qd_fr3,Tau_bl1,Tau_bl2,Tau_bl3,Tau_br1,Tau_br2,Tau_br3,Tau_fl1,Tau_fl2,Tau_fl3,Tau_fr1,Tau_fr2,Tau_fr3
0.025,0,-0.423746528014128,1.80797051554865,0,-0.423746528014128,1.80797051554865,0,1.14995517598559,-2.45771235577451,0,1.14995517598559,-2.45771235577451,0,0.72898100660084,-0.331574099000983,0,0.72898100660084,-0.331574099000983,0,-1.63908804747222,0.657697261695564,0,-1.63908804747222,0.657697261695564,0,0.46526872424266,-0.87583509201355,0,0.46526872424266,-0.87583509201355,0,-0.633575620558583,1.39717784711691,0,-0.633575620558583,1.39717784711691
0.0275,0,-0.421538344946765,1.80712541848393,0,-0.421538344946765,1.80712541848393,0,1.14547421534092,-2.45648027513433,0,1.14547421534092,-2.45648027513433,0,0.794400440130922,-0.335376208434351,0,0.794400440130922,-0.335376208434351,0,-1.7156824849393,0.604914263166025,0,-1.7156824849393,0.604914263166025,0,0.517351484142319,-0.982466152597112,0,0.517351484142319,-0.982466152597112,0,-0.295037967009046,1.31651343418797,0,-0.295037967009046,1.31651343418797
0.03,0,-0.419197312804819,1.80627103323677,0,-0.419197312804819,1.80627103323677,0,1.14094624787347,-2.45551517935738,0,1.14094624787347,-2.45551517935738,0,0.857123595938347,-0.339893807927252,0,0.857123595938347,-0.339893807927252,0,-1.7736625652115,0.532292695216408,0,-1.7736625652115,0.532292695216408,0,0.567072897337124,-1.08635832040891,0,0.567072897337124,-1.08635832040891,0,-0.014783681472939,1.29556390095067,0,-0.014783681472939,1.29556390095067
0.0325,0,-0.416736509654209,1.80540454665146,0,-0.416736509654209,1.80540454665146,0,1.13642580468658,-2.45486329251565,0,1.13642580468658,-2.45486329251565,0,0.914555644190254,-0.344418232999823,0,0.914555644190254,-0.344418232999823,0,-1.80805522323465,0.43820455570758,0,-1.80805522323465,0.43820455570758,0,0.608457290803349,-1.17656547567897,0,0.608457290803349,-1.17656547567897,0,0.157907814256482,1.35510727373302,0,0.157907814256482,1.35510727373302
0.035,0,-0.414164151219932,1.80451486781437,0,-0.414164151219932,1.80451486781437,0,1.13191430980258,-2.45449965682486,0,1.13191430980258,-2.45449965682486,0,0.966493054261088,-0.349827413852735,0,0.966493054261088,-0.349827413852735,0,-1.82317265743293,0.32992074666273,0,-1.82317265743293,0.32992074666273,0,0.64131824739553,-1.25266191624543,0,0.64131824739553,-1.25266191624543,0,0.232098355549376,1.48350481983815,0,0.232098355549376,1.48350481983815
0.0375,0,-0.411485984510135,1.80358670301307,0,-0.411485984510135,1.80358670301307,0,1.12738622361707,-2.4543631739153,0,1.12738622361707,-2.4543631739153,0,1.01394641044038,-0.357804829511301,0,1.01394641044038,-0.357804829511301,0,-1.82804139760535,0.219230338403833,0,-1.82804139760535,0.219230338403833,0,0.668408681812393,-1.31956338609082,0,0.668408681812393,-1.31956338609082,0,0.246470910200599,1.65265910892462,0,0.246470910200599,1.65265910892462
0.04,0,-0.408707737148399,1.80260472553442,0,-0.408707737148399,1.80260472553442,0,1.12281579480502,-2.45439246163836,0,1.12281579480502,-2.45439246163836,0,1.05793583034844,-0.370040284236872,0,1.05793583034844,-0.370040284236872,0,-1.83172499087099,0.117957878284252,0,-1.83172499087099,0.117957878284252,0,0.692504588629549,-1.38222757067481,0,0.692504588629549,-1.38222757067481,0,0.23994103358813,1.83434347559506,0,0.23994103358813,1.83434347559506
0.0425,0,-0.405835352007043,1.80155400983767,0,-0.405835352007043,1.80155400983767,0,1.11817864320434,-2.45452758718381,0,1.11817864320434,-2.45452758718381,0,1.09940496622659,-0.388092993141708,0,1.09940496622659,-0.388092993141708,0,-1.84268297819374,0.037177695264368,0,-1.84268297819374,0.037177695264368,0,0.716289514105745,-1.44547141854392,0,0.716289514105745,-1.44547141854392,0,0.248997977508237,2.00232103555233,0,0.248997977508237,2.00232103555233
0.045,0,-0.402877213444661,1.80042418073107,0,-0.402877213444661,1.80042418073107,0,1.11346594124315,-2.45472505704645,0,1.11346594124315,-2.45472505704645,0,1.13843015201496,-0.412040947280627,0,1.13843015201496,-0.412040947280627,0,-1.86252388378653,-0.020545329377386,0,-1.86252388378653,-0.020545329377386,0,0.741398397689994,-1.51251555188087,0,0.741398397689994,-1.51251555188087,0,0.282610336329587,2.15292425007876,0,0.282610336329587,2.15292425007876
0.0475,0,-0.399843252583635,1.79920774582226,0,-0.399843252583635,1.79920774582226,0,1.10867871443931,-2.45495179257455,0,1.10867871443931,-2.45495179257455,0,1.17453824629573,-0.441023732375494,0,1.17453824629573,-0.441023732375494,0,-1.8885158819855,-0.058037336095648,0,-1.8885158819855,-0.058037336095648,0,0.768801851096777,-1.5855692663473,0,0.768801851096777,-1.5855692663473,0,0.332311440953008,2.29678402109199,0,0.332311440953008,2.29678402109199
