, ,t[s],q_fl1,qd_fl1,qdd_fl1,Tau_fl1,q_fl2,qd_fl2,qdd_fl2,Tau_fl2,q_fl3,qd_fl3,qdd_fl3,Tau_fl3,q_fr1,qd_fr1,qdd_fr1,Tau_fr1,q_fr2,qd_fr2,qdd_fr2,Tau_fr2,q_fr3,qd_fr3,qdd_fr3,Tau_fr3,q_bl1,qd_bl1,qdd_bl1,Tau_bl1,q_bl2,qd_bl2,qdd_bl2,Tau_bl2,q_bl3,qd_bl3,qdd_bl3,Tau_bl3,q_br1,qd_br1,qdd_br1,Tau_br1,q_br2,qd_br2,qdd_br2,Tau_br2,q_br3,qd_br3,qdd_br3,Tau_br3
10,10,2.0400000000000014,0.2798943800608769,-0.1567502291925037,0,-3.658967604370954,0.3346243749169627,0.2866108084583965,0,1.2124881462827803,-1.1664054524363752,-0.3096834115380745,0,2.342115091382184,0.0733046668235839,-0.1804478808741901,0,1.7608922328470955,0.8416612619462986,-0.1034158077642236,0,-0.8661100897483432,-1.5227227181040637,0.0463884479869595,0,1.771925262118485,0.0138009400971423,-0.0943242246825323,0,1.5439766931634384,-0.363643135771241,-0.0993412705778757,0,-1.4962612688946746,1.5073717015999943,-0.1140974665974343,0,-2.580294750524445,0.3678934170873656,-0.0410974827726269,0,-3.717113245989593,-0.4480388832983277,-0.066319282410153,0,0.5218574221957372,0.8295345932702546,0.2824894518077454,0,-0.7231984166187461
11,11,2.0440000000000014,0.2792538026769504,-0.1613037740068045,0,-3.655872233575144,0.3358270874050715,0.3053886525746125,0,1.2104508077894347,-1.1677056089296989,-0.3301592593749209,0,2.3424292974121794,0.0725515013981223,-0.1909266481334344,0,1.7614427095275658,0.8412098634160607,-0.1160158153033175,0,-0.864413703448519,-1.5225132612042378,0.0543630921080298,0,1.7714163739136957,0.0133733517262926,-0.111088545738454,0,1.5443561326266582,-0.3640611049407768,-0.1062063128882321,0,-1.4953654793314457,1.5068830184606383,-0.124871376719568,0,-2.578646318977523,0.367700920038096,-0.0504715090349124,0,-3.7139603328120314,-0.4483043002408539,-0.0663715412058413,0,0.520698752277988,0.8307347750568802,0.3058980247799204,0,-0.724446009350086
12,12,2.0480000000000014,0.2785946633995073,-0.1659751803556202,0,-3.652663597033326,0.337104150642659,0.3239188917199431,0,1.2081232837417917,-1.169086761200036,-0.3503350141201302,0,2.3427503838510257,0.0717564245258487,-0.201407419938405,0,1.7622165386484865,0.840708387669622,-0.1285117252829075,0,-0.8625727582167404,-1.522272199268386,0.0622407338929366,0,1.770989189391167,0.0128796529643758,-0.1275419837666659,0,1.5450967526736556,-0.3645062178989909,-0.1129681175074783,0,-1.4942785927918971,1.506351420747857,-0.1355870385609527,0,-2.576924308599313,0.3674715070223915,-0.0596547244714164,0,-3.7106765391125456,-0.4485698397881727,-0.0663980414843971,0,0.5193063228467472,0.832027643949984,0.3289987057481984,0,-0.7259485370122534
13,13,2.0520000000000014,0.2779164570459995,-0.170775588478324,0,-3.649343757690165,0.3384545625305676,0.3421976388121934,0,1.2055422287585993,-1.1705476614248804,-0.370194994624051,0,2.3430926936915024,0.0709194036656481,-0.2118982720527689,0,1.763236162919264,0.8401572308019191,-0.1409102602101744,0,-0.8605848538068748,-1.521999911473941,0.0700243010685384,0,1.7706487235386978,0.0123211060668084,-0.1436783402488842,0,1.5461530964874548,-0.3649780506577169,-0.1196229832562284,0,-1.4929980008462422,1.505777085655291,-0.1462629431900597,0,-2.5751293324214046,0.3672059527521032,-0.0686433375592406,0,-3.707208453317119,-0.4488354148614338,-0.0664038696221402,0,0.5176933296775613,0.8334120391375319,0.351814744949164,0,-0.7277007021102073
14,14,2.0560000000000014,0.2772186391297049,-0.1757144039926853,0,-3.64589805664768,0.3398773136861216,0.3602237257439586,0,1.202705933338237,-1.172087007432183,-0.3897263129895322,0,2.343459222406208,0.0700403794454953,-0.2224054914995178,0,1.7644764665346773,0.8395567623109391,-0.1532180555582925,0,-0.8584130250584612,-1.5216967650672115,0.0777168074380426,0,1.770413480913779,0.0116989864693769,-0.1594952103273269,0,1.547512793332045,-0.3654761646279783,-0.1261673088807192,0,-1.4915242502485897,1.505160118241484,-0.1569169613872008,0,-2.57326170998784,0.3669050456771044,-0.0774340730844695,0,-3.7035688172902512,-0.4491009482870501,-0.0663907188101609,0,0.5158800594236419,0.8348868803689309,0.3743652790226242,0,-0.7296889735714545
15,15,2.0600000000000014,0.2765006344255189,-0.1807987719986713,0,-3.642332718113689,0.3413713919722843,0.3779966461442641,0,1.1996000084941696,-1.1737034513604168,-0.40891803865966,0,2.3438470632560904,0.0691192680217763,-0.2329351141703656,0,1.7659500180984455,0.8389073276331643,-0.1654409552179331,0,-0.856081304651083,-1.5213631127381655,0.0853220990575479,0,1.7702718432972413,0.0110145740398204,-0.1749919077105794,0,1.5492077715262218,-0.3660001091569006,-0.1325982739174237,0,-1.4898859399877418,1.5045005558649105,-0.1675657034385565,0,-2.5713292132890966,0.3665695801141759,-0.0860260365602269,0,-3.699801861724481,-0.4493663671557324,-0.0663594467268818,0,0.5138264975965545,0.8364511584430805,0.3966676112955968,0,-0.7319252017786584
16,16,2.0640000000000014,0.2757618452492365,-0.1860338042401876,0,-3.638646235989439,0.3429357822450057,0.395515580953291,0,1.1962703342244363,-1.1753956068658042,-0.427760971200262,0,2.344274614222788,0.0681559697044176,-0.2434904414555719,0,1.767659352500073,0.8382092486295767,-0.1775848511899406,0,-0.8535876323037183,-1.520999292574243,0.0928437771687194,0,1.770226593547304,0.0102691532814408,-0.1901671594661984,0,1.551190741921668,-0.3665494281845893,-0.1389149628449823,0,-1.4880559521444503,1.5037983775123225,-0.1782230991074611,0,-2.5693247136161634,0.36620034578234,-0.0944210069704808,0,-3.6958688834127047,-0.4496316055117968,-0.0663120198834489,0,0.5115284645234911,0.8381039273952985,0.4187370377895211,0,-0.7344115670808301
17,17,2.0680000000000014,0.2750016571054907,-0.1914234145105388,0,-3.634848217481905,0.3445694752240872,0.4127827032517839,0,1.1927085795389467,-1.1771620588143383,-0.4462485747817486,0,2.344739764492504,0.0671503737378745,-0.254074070666088,0,1.7696501478632862,0.8374628226016505,-0.1896559648376437,0,-0.8509008151607164,-1.5206056268520056,0.1002859156983794,0,1.7702946052880622,0.0094640034437549,-0.2050230696533798,0,1.553480377271342,-0.3671236584505432,-0.1451153478228949,0,-1.4860760932927268,1.503053507246737,-0.1889028085666431,0,-2.567261058594461,0.3657981243367028,-0.1026211121343959,0,-3.691773142382232,-0.4498965978601478,-0.0662480013549398,0,0.5090502125227128,0.8398442919550844,0.4405853998714121,0,-0.7371143368017407
18,18,2.0720000000000014,0.2742194446252345,-0.1969699239457411,0,-3.630931823572253,0.3462714702016441,0.4298001602646436,0,1.188919702875873,-1.17900137183289,-0.4643762643989257,0,2.345245983840113,0.0661023684862731,-0.2646854881429268,0,1.7718894218423078,0.8366683262819706,-0.2016591298386349,0,-0.8480496359274798,-1.520182421206785,0.1076527124176205,0,1.7704604103235024,0.0086003946900805,-0.2195619937547489,0,1.556056872013159,-0.3677223363709528,-0.1511999230644465,0,-1.4839222947652064,1.5022658220621332,-0.1996159814220689,0,-2.565131974817916,0.3653636833629869,-0.1106303145560349,0,-3.687536363436722,-0.4501612710330406,-0.0661650232194372,0,0.5063118804588791,0.8416713984026772,0.4622225947961508,0,-0.7400662004237272
19,19,2.0760000000000014,0.2734145780526718,-0.2026740437320174,0,-3.626866179962152,0.3480407766009757,0.4465706101438211,0,1.1849139692953032,-1.1809120971577267,-0.4821410908606016,0,2.3458009218318376,0.0650118430453046,-0.2753245749994376,0,1.7743668795972705,0.8358260127059958,-0.2136005807048543,0,-0.8449994334222491,-1.5197299628311047,0.1149489160182527,0,1.7707415900949823,0.0076795832815419,-0.2337877540499306,0,1.5589156089511256,-0.3683449965990078,-0.1571679896053199,0,-1.4816089005910895,1.501435156504078,-0.2103730510729036,0,-2.562942205420971,0.3648977694364351,-0.1184542682801244,0,-3.683146624241191,-0.4504255479019716,-0.0660624809738104,0,0.5033707632984888,0.8435844265192878,0.4836565130225706,0,-0.7432384626353349
20,20,2.0800000000000014,0.2725864300418241,-0.2085347716197068,0,-3.622689061585597,0.3498764165630311,0.4630974094866157,0,1.1806989611758985,-1.1828927777606433,-0.4995412816142196,0,2.3464065632029407,0.0638786876880225,-0.2859909716060609,0,1.7771052965635068,0.8349361117881035,-0.2254859816750753,0,-0.8417747722705302,-1.519248517216722,0.122180172110803,0,1.7711240526065106,0.0067028067802031,-0.2477053067734095,0,1.562047244749427,-0.3689911748549693,-0.1630201094195931,0,-1.479118838851887,1.500561307484131,-0.2211830965750434,0,-2.560685414294366,0.3644011043342013,-0.126099362440891,0,-3.678627405127375,-0.4506893415489962,-0.0659373851762799,0,0.5001697252373338,0.845582582567738,0.504893369586148,0,-0.7466545366200713
21,21,2.0840000000000014,0.2717343774892092,-0.2145509903446991,0,-3.618403887738631,0.3517774277600952,0.4793845880218578,0,1.1762510920131748,-1.1849419559925194,-0.5165771874881646,0,2.3470520513493747,0.0627028014389377,-0.2966819221785549,0,1.7801610171892437,0.8339988296660502,-0.2373213479509531,0,-0.8383963558932717,-1.5187383280301074,0.1293518851196908,0,1.7716006255532477,0.0056712811352249,-0.2613201981575139,0,1.565463870784351,-0.3696604069200631,-0.1687561424013754,0,-1.4765176912899314,1.4996440392129256,-0.232053997473872,0,-2.558382410785646,0.3638743798402682,-0.1335734398766308,0,-3.6739523825316898,-0.4509525565288239,-0.0657878405938533,0,0.4967298064801041,0.847665091809564,0.5259374379260909,0,-0.7503031790695047
22,22,2.0880000000000014,0.2708618249030895,-0.2193851439759578,0,-3.6152723161814784,0.3537398552885143,0.4944337205638414,0,1.173048715351119,-1.1870584886389377,-0.5333532628453463,0,2.3494558915243435,0.0614884571158088,-0.305945860636005,0,1.7847912971856092,0.8330114434823404,-0.2500782827656553,0,-0.8344084973091521,-1.518197693294184,0.1371190573649956,0,1.7731159678031636,0.0045846401054523,-0.2751509418231295,0,1.5690919412343585,-0.3703528311832447,-0.1745734866078862,0,-1.4748930072314792,1.4986937357501762,-0.2394374261054618,0,-2.557193743133426,0.363316519612569,-0.141459349087596,0,-3.6701503740130335,-0.4512145304983887,-0.0654270325553419,0,0.4922195521191611,0.8498310987939487,0.5467604784416888,0,-0.7545451312112318
23,23,2.0920000000000014,0.2699096071034487,-0.2440928472906176,0,-3.60894546295874,0.3557321691468765,0.4994720562927455,0,1.1752748216041615,-1.1892122724339285,-0.5401259570377903,0,2.354254728585538,0.0601866885180179,-0.3317985842763603,0,1.7918409861397608,0.8319923896337291,-0.2564480223699642,0,-0.8254030842696227,-1.5176441660308346,0.138820737083156,0,1.776220311589499,0.003512828368824,-0.2658236818417986,0,1.5674572387745302,-0.3710488954151446,-0.1738857679134711,0,-1.4762343388545347,1.4976951691517093,-0.2531354740681588,0,-2.5541870860067237,0.3628175242254118,-0.1197182507190973,0,-3.663087521559232,-0.4514407584770734,-0.0538428818916426,0,0.4810641373153547,0.8520440372364158,0.5554263522696594,0,-0.759650001632468
24,24,2.0960000000000014,0.2688677073996065,-0.2658181907686275,0,-3.601371019464247,0.3577488079196755,0.5058761765758484,0,1.1779863977886915,-1.1913912388259744,-0.5462923339558772,0,2.359847891640091,0.0587896858767917,-0.3549844900589939,0,1.800293039272851,0.8309477854562489,-0.2628371530656085,0,-0.8156935922376582,-1.5170840994935166,0.1404398501778092,0,1.7789833887095876,0.0024700829027326,-0.2591909089929599,0,1.5645297337994897,-0.3717448549070677,-0.1740629954172682,0,-1.477869720301112,1.4966400925129388,-0.2673929818965931,0,-2.5514109007757915,0.362388292413643,-0.1035613198220478,0,-3.655577528721978,-0.4516287141461444,-0.0448742161318457,0,0.4689624686919916,0.854290366453418,0.5636908949469673,0,-0.7644123849379157
25,25,2.1000000000000014,0.2677465093382914,-0.2850622745547428,0,-3.592931239163649,0.3597943702471954,0.5133684009721433,0,1.1807256999303817,-1.1935937760522108,-0.5521194175113473,0,2.3659295256184776,0.0573068665537614,-0.3759094103518839,0,1.8098274239493048,0.8298780927060432,-0.2690697245568939,0,-0.8057394233938113,-1.5165178895932834,0.1419524071571963,0,1.781409478774167,0.0014469091011058,-0.2548339265488997,0,1.560886127024229,-0.3724436640197278,-0.1749427299726844,0,-1.4795333833253217,1.495526706040453,-0.2820651928773907,0,-2.548930863623088,0.3620108866637298,-0.0915646476366242,0,-3.64800583174158,-0.4517867940819313,-0.0378538771924506,0,0.45652035209435,0.8565692751395249,0.5718107306377992,0,-0.768885169057535
26,26,2.104000000000001,0.2665546562383342,-0.3022412811558412,0,-3.5839066076468185,0.3618725467602595,0.5217347113988262,0,1.183120337352294,-1.1958191611246485,-0.5578142474034212,0,2.372243273416542,0.0557462004047017,-0.3949224298784713,0,1.8201469392797256,0.8287841527495325,-0.2750755322888957,0,-0.7958050413527276,-1.5159459912039468,0.1433474518352055,0,1.783531273973332,0.0004353428337411,-0.2523810187000819,0,1.556976580416901,-0.3731476903934664,-0.1763819174975932,0,-1.481039948496797,1.494353704458186,-0.2970356168806452,0,-2.546760093692916,0.361671831376411,-0.0827027737149626,0,-3.640689697820184,-0.4519212995852764,-0.0322994930690285,0,0.4441305691527958,0.8588807105753022,0.5799557891827944,0,-0.7731157029677709
27,27,2.108000000000001,0.2652993409139602,-0.3177023610054136,0,-3.5744644983342115,0.3639862977923482,0.5308005446719082,0,1.184970023363914,-1.198067337714798,-0.5635301443035484,0,2.378619923594418,0.0541144158125975,-0.4123225365234841,0,1.831058912134778,0.8276669044255281,-0.2808443424988983,0,-0.7860813527012598,-1.5153688724649792,0.1446246816332897,0,1.785370864011407,-0.0005712306380851,-0.2515052424585682,0,1.5531306976972823,-0.3738587903648168,-0.1782565470962837,0,-1.4822980305699929,1.4931201850172655,-0.3122089232211237,0,-2.544888471813889,0.3613608910614453,-0.0762287027781421,0,-3.633748243544969,-0.4520370082818434,-0.027859524906218,0,0.4321213614971268,0.8612251164818036,0.5882367101813049,0,-0.7771213987324371
28,28,2.112000000000001,0.2639865451018672,-0.3317353429698613,0,-3.564774333914051,0.3661379746000418,0.5404194398061156,0,1.186135474714115,-1.2003387200779634,-0.569373196025994,0,2.384923226967134,0.0524171859296639,-0.4283631505792005,0,1.842369874275978,0.8265272239436162,-0.2863999142520204,0,-0.7766925563970354,-1.5147869827646536,0.1457907877668538,0,1.7869525656079908,-0.0015782510909742,-0.2519229383259486,0,1.5494988533290914,-0.3745783855770938,-0.1804620554702978,0,-1.483177927373572,1.4918255797987794,-0.3275052420369471,0,-2.5432653124331623,0.3610702184208185,-0.0715894046691694,0,-3.627238003429804,-0.45213757411225,-0.0242735599244458,0,0.4205667224590865,0.863603255215992,0.5967241005533697,0,-0.7809849757599202
29,29,2.116000000000001,0.2626212335245012,-0.3445840153531558,0,-3.5548763456122567,0.3683294079523216,0.5504656761782482,0,1.1865236512009765,-1.20263403055002,-0.5754111481265402,0,2.391059166381403,0.0506592886057424,-0.4432593103268562,0,1.8539204898992545,0.8253658356240666,-0.2917847249697367,0,-0.7676971773468414,-1.5142007262542048,0.1468588349322266,0,1.788309222610141,-0.0025901559071836,-0.2533935125604397,0,1.5462342698968226,-0.375307519794555,-0.1829067390656248,0,-1.4836823193419546,1.4904695956285308,-0.3428595261299447,0,-2.541859601895259,0.3607937500939378,-0.0683704273497418,0,-3.621147603313508,-0.4522258150278485,-0.0213475667694582,0,0.4095916438161886,0.8660160809927109,0.6054592899331956,0,-0.7847301869371707
30,30,2.120000000000001,0.2612075205543288,-0.3564517365044743,0,-3.544911910629485,0.3705619680515641,0.5608270535810777,0,1.1861529080119306,-1.2049541578023073,-0.5816773613295879,0,2.396978060239515,0.0488447420065123,-0.4571934497469401,0,1.8656495702278089,0.8241832696369634,-0.2970493122746314,0,-0.7591201341294341,-1.5136104414321516,0.1478464977913588,0,1.7894724729786524,-0.0036105287100764,-0.2557117945609512,0,1.543448030497769,-0.3760469223263632,-0.1855157344113052,0,-1.483712379037924,1.489052170131892,-0.3582164436304605,0,-2.540599608013612,0.3605267741159894,-0.0662565714033619,0,-3.6155107909203617,-0.4523039179264026,-0.0189343885346736,0,0.3991942001645868,0.8684646582966044,0.6144658657769936,0,-0.7884075011828935
31,31,2.124000000000001,0.259748800478235,-0.3675115420675584,0,-3.5348678343256728,0.3728366215982586,0.5714059777763608,0,1.184992753633868,-1.207300048219224,-0.5881804018204867,0,2.402634867976864,0.0469769302220188,-0.4703169456904421,0,1.877449749816513,0.8229798504275112,-0.302245478493303,0,-0.7509672103134908,-1.5130163886881771,0.1487740232567647,0,1.7904720759332948,-0.0046422262335841,-0.2587031995319133,0,1.5412136529545932,-0.3767970494039672,-0.1882227096075554,0,-1.48332318642321,1.4875734341185218,-0.373529945477381,0,-2.5394551324839103,0.3602656112211945,-0.0650065761058141,0,-3.61027222064602,-0.4523735907186834,-0.0169223164856316,0,0.3893919934332255,0.8709501081873762,0.6237552205259927,0,-0.792042284791294
32,32,2.128000000000001,0.2582478658301003,-0.3779071074800163,0,-3.52482830550556,0.3751539686932399,0.582112641342218,0,1.183061393548215,-1.2096726123591943,-0.5949059596306963,0,2.408002531152026,0.0450587034228269,-0.4827578966938445,0,1.889287305421991,0.8217556980751378,-0.3074241470875173,0,-0.7431886448790819,-1.512418740156937,0.1496641343752148,0,1.7913569568152174,-0.0056874904702704,-0.2622204199417794,0,1.5395257529782518,-0.3775581353797905,-0.1909754266529407,0,-1.4824939747020398,1.4860336835014731,-0.38876025748569,0,-2.538373253664437,0.3600073822675596,-0.064432703115972,0,-3.605377552142942,-0.4524361724983496,-0.0152249033655256,0,0.3801499138826114,0.8734735741211889,0.6333312904811578,0,-0.7956694144590555
33,33,2.132000000000001,0.2567070000094889,-0.3877607477387595,0,-3.514791999722446,0.3775142811728817,0.5928674062442285,0,1.1803960736241632,-1.212072657894757,-0.6018249197925066,0,2.4130773476611003,0.0430924669487591,-0.4946224385981365,0,1.9010796929978648,0.820510742631397,-0.3126318076601789,0,-0.7357239738974615,-1.5118175731547352,0.1505408894735838,0,1.79217209022107,-0.0067480522502495,-0.2661416018376593,0,1.538399094884466,-0.3783302278103291,-0.1937289092335074,0,-1.4812234418889785,1.484433351365878,-0.4038748086599157,0,-2.5373075766993742,0.3597498339080073,-0.0643878705899947,0,-3.6007964305913087,-0.4524927159885111,-0.0137749605078017,0,0.3714354428315221,0.8760362003026169,0.64319318203216,0,-0.7993102065723215
34,34,2.136000000000001,0.255128058983059,-0.3971746491270192,0,-3.5047960443588533,0.3799175374935639,0.6035989792695412,0,1.1770587008504791,-1.2145008379119586,-0.6088958576211654,0,2.41786675991694,0.0410802504468049,-0.5060008016015118,0,1.912830547695057,0.8192447418866496,-0.3179104695311363,0,-0.7286155753271738,-1.5112128650804175,0.1514295772709036,0,1.792909081094055,-0.0078252164437195,-0.2703649567198423,0,1.5378251208938885,-0.3791132174308309,-0.1964457558901723,0,-1.4795276358979423,1.4827729834975063,-0.4188468006321036,0,-2.5362211172060536,0.3594912044630263,-0.0647564176720649,0,-3.59646512251398,-0.4525440505511111,-0.0125200295263657,0,0.3630976805632478,0.8786391206538752,0.6533378585531006,0,-0.8030358483862656
