Unnamed: 0,t[s],q_fl1,q_fl2,q_fl3,q_fr1,q_fr2,q_fr3,q_bl1,q_bl2,q_bl3,q_br1,q_br2,q_br3,qd_fl1,qd_fl2,qd_fl3,qd_fr1,qd_fr2,qd_fr3,qd_bl1,qd_bl2,qd_bl3,qd_br1,qd_br2,qd_br3,Tau_fl1,Tau_fl2,Tau_fl3,Tau_fr1,Tau_fr2,Tau_fr3,Tau_bl1,Tau_bl2,Tau_bl3,Tau_br1,Tau_br2,Tau_br3
0.0,0.0,0.0,-1.34242930980087,2.44273564739126,0.0,-1.34242930980087,2.44273564739126,0.0,1.11319042751898,-2.21398701716054,0.0,1.11319042751898,-2.21398701716054,0.0,-0.83638804556366,1.49844527193623,0.0,-0.83638804556366,1.49844527193623,0.0,0.47168872254725,-1.11074050280633,0.0,0.47168872254725,-1.11074050280633,0.0,0.420412476737527,-0.9248865839596,0.0,0.420412476737527,-0.9248865839596,0.0,-0.549195781631339,1.03751636833581,0.0,-0.549195781631339,1.03751636833581
0.3499999999999891,0.0024999999999999996,0.0,-1.344651652224096,2.4459313095481185,0.0,-1.344651652224096,2.4459313095481185,0.0,1.1144476854697316,-2.216111305454361,0.0,1.1144476854697316,-2.216111305454361,0.0,-0.8700346085397427,1.3889066545290398,0.0,-0.8700346085397427,1.3889066545290398,0.0,0.49284572612618577,-0.9796871401974169,0.0,0.49284572612618577,-0.9796871401974169,0.0,1.1468080615280465,-1.869679612923727,0.0,1.1468080615280465,-1.869679612923727,0.0,1.0548541057276175,3.265664734474478,0.0,1.0548541057276175,3.265664734474478
0.700000000000001,0.004999999999999999,0.0,-1.3469770899454343,2.4489235689438993,0.0,-1.3469770899454343,2.4489235689438993,0.0,1.1158038606176213,-2.2180954932394172,0.0,1.1158038606176213,-2.2180954932394172,0.0,-0.905066995531371,1.2914542824014181,0.0,-0.905066995531371,1.2914542824014181,0.0,0.5188080553212264,-0.8763266912577118,0.0,0.5188080553212264,-0.8763266912577118,0.0,1.4564339408440368,-2.3428831781968,0.0,1.4564339408440368,-2.3428831781968,0.0,1.817886759595915,4.322182715614058,0.0,1.817886759595915,4.322182715614058
1.0500000000000234,0.0075,0.0,-1.3493827148303876,2.4517224182584454,0.0,-1.3493827148303876,2.4517224182584454,0.0,1.117223758872968,-2.2199043667805975,0.0,1.117223758872968,-2.2199043667805975,0.0,-0.9388960861374961,1.2041301489503717,0.0,-0.9388960861374961,1.2041301489503717,0.0,0.5449469279760145,-0.7904603642777301,0.0,0.5449469279760145,-0.7904603642777301,0.0,1.4840229488536176,-2.4669460942027857,0.0,1.4840229488536176,-2.4669460942027857,0.0,1.9963660521971127,4.545813975671101,0.0,1.9963660521971127,4.545813975671101
1.4000000000000439,0.01,0.0,-1.351845618744457,2.454337850171599,0.0,-1.351845618744457,2.454337850171599,0.0,1.1186721861460909,-2.221502712342794,0.0,1.1186721861460909,-2.221502712342794,0.0,-0.9689327599570691,1.124976247572909,0.0,-0.9689327599570691,1.124976247572909,0.0,0.5666335619341936,-0.7118893675479875,0.0,0.5666335619341936,-0.7118893675479875,0.0,1.364307919724909,-2.364317175365653,0.0,1.364307919724909,-2.364317175365653,0.0,1.8467558557547734,4.275302178562151,0.0,1.8467558557547734,4.275302178562151
1.7500000000000506,0.012499999999999999,0.0,-1.3543428935531452,2.4567798573632063,0.0,-1.3543428935531452,2.4567798573632063,0.0,1.1201139483473084,-2.2228553161908966,0.0,1.1201139483473084,-2.2228553161908966,0.0,-0.9925878965890417,1.0520345716660366,0.0,-0.9925878965890417,1.0520345716660366,0.0,0.579239175039406,-0.6304149093589991,0.0,0.579239175039406,-0.6304149093589991,0.0,1.2320216876260308,-2.1574452361093672,0.0,1.2320216876260308,-2.1574452361093672,0.0,1.6255200424924563,3.849390988203756,0.0,1.6255200424924563,3.849390988203756
2.100000000000031,0.015,0.0,-1.35685185010948,2.4590583991872172,0.0,-1.35685185010948,2.4590583991872172,0.0,1.121514053220778,-2.223927034112245,0.0,1.121514053220778,-2.223927034112245,0.0,-1.0073161081367716,0.9833520521335375,0.0,-1.0073161081367716,0.9833520521335375,0.0,0.5781863448252038,-0.5358982988768429,0.0,0.5781863448252038,-0.5358982988768429,0.0,1.2203874781286426,-1.968355671156878,0.0,1.2203874781286426,-1.968355671156878,0.0,1.5865329056543973,3.604245454770642,0.0,1.5865329056543973,3.604245454770642
2.4499999999999864,0.0175,0.0,-1.3593688785546256,2.4611805314792234,0.0,-1.3593688785546256,2.4611805314792234,0.0,1.122855093283844,-2.22468877903761,0.0,1.122855093283844,-2.22468877903761,0.0,-1.0143822011500636,0.9174058001569269,0.0,-1.0143822011500636,0.9174058001569269,0.0,0.563372361808415,-0.42343713405096,0.0,0.563372361808415,-0.42343713405096,0.0,1.3311038678379394,-1.8821834337798562,0.0,1.3311038678379394,-1.8821834337798562,0.0,1.758051669911342,3.6513689061817325,0.0,1.758051669911342,3.6513689061817325
2.7999999999999385,0.02,0.0,-1.3619239836148722,2.4631481945503606,0.0,-1.3619239836148722,2.4631481945503606,0.0,1.124150642548072,-2.225122135593796,0.0,1.124150642548072,-2.225122135593796,0.0,-1.0217639216051697,0.8534308342076165,0.0,-1.0217639216051697,0.8534308342076165,0.0,0.542578228906818,-0.29735449722959917,0.0,0.542578228906818,-0.29735449722959917,0.0,1.334144513802776,-1.919068553143584,0.0,1.334144513802776,-1.919068553143584,0.0,1.770833186608125,3.7064474609871576,0.0,1.770833186608125,3.7064474609871576
3.1499999999999133,0.0225,0.0,-1.3645487570010915,2.4649626946012133,0.0,-1.3645487570010915,2.4649626946012133,0.0,1.125416816828368,-2.2252115171322786,0.0,1.125416816828368,-2.2252115171322786,0.0,-1.0377467895491803,0.790730463945105,0.0,-1.0377467895491803,0.790730463945105,0.0,0.5241839395403735,-0.1630803335157387,0.0,0.5241839395403735,-0.1630803335157387,0.0,0.9838076554081744,-2.0909057783348266,0.0,0.9838076554081744,-2.0909057783348266,0.0,1.2277765569069785,3.4534761268696643,0.0,1.2277765569069785,3.4534761268696643
