Unnamed: 0,t[s],q_fl1,qd_fl1,Tau_fl1,q_fl2,qd_fl2,Tau_fl2,q_fl3,qd_fl3,Tau_fl3,q_fr1,qd_fr1,Tau_fr1,q_fr2,qd_fr2,Tau_fr2,q_fr3,qd_fr3,Tau_fr3,q_bl1,qd_bl1,Tau_bl1,q_bl2,qd_bl2,Tau_bl2,q_bl3,qd_bl3,Tau_bl3,q_br1,qd_br1,Tau_br1,q_br2,qd_br2,Tau_br2,q_br3,qd_br3,Tau_br3
0.0,0.0,0.0,0.0,0.0,1.20000000030046,6.546744957689869e-11,-6.25079569048625,-2.40000000128725,-2.47214510694532e-10,4.07400817451158,0.0,0.0,0.0,1.20000000030046,6.546744957689869e-11,-6.25079569048625,-2.40000000128725,-2.47214510694532e-10,4.07400817451158,0.0,0.0,0.0,1.199999999706,2.3707107834327003e-10,-1.34546094700636,-2.39999999933066,7.698334900490791e-10,0.838558473356515,0.0,0.0,0.0,1.199999999706,2.3707107834327003e-10,-1.34546094700636,-2.39999999933066,7.698334900490791e-10,0.838558473356515
0.6357142857142729,0.0025,0.0,0.0,0.0,1.1991572725606452,-0.2643914231596665,-5.8158679969281195,-2.400058959452365,-0.018554085801530708,4.037021871874082,0.0,0.0,0.0,1.1991572725606452,-0.2643914231596665,-5.8158679969281195,-2.400058959452365,-0.018554085801530708,4.037021871874082,0.0,0.0,0.0,1.1991087091957024,-0.2798071604426711,-1.7019777636827143,-2.399957686835134,0.013534354828402373,0.9631822621271109,0.0,0.0,0.0,1.1991087091957024,-0.2798071604426711,-1.7019777636827143,-2.399957686835134,0.013534354828402373,0.9631822621271109
1.2714285714285463,0.005,0.0,0.0,0.0,1.197591245001379,-0.5428495426377109,-5.773137744668913,-2.400297646389899,-0.06947503307548493,4.315593756162646,0.0,0.0,0.0,1.197591245001379,-0.5428495426377109,-5.773137744668913,-2.400297646389899,-0.06947503307548493,4.315593756162646,0.0,0.0,0.0,1.1973260764495264,-0.6048432312906784,-0.9356227084591595,-2.3997378555195934,0.06152207099733931,0.7840359774529453,0.0,0.0,0.0,1.1973260764495264,-0.6048432312906784,-0.9356227084591595,-2.3997378555195934,0.06152207099733931,0.7840359774529453
1.907142857142819,0.0075,0.0,0.0,0.0,1.1954803737591526,-0.78803868259239,-4.538881745978651,-2.400491138216599,-0.08503086015401032,5.093804158314361,0.0,0.0,0.0,1.1954803737591526,-0.78803868259239,-4.538881745978651,-2.400491138216599,-0.08503086015401032,5.093804158314361,0.0,0.0,0.0,1.1950581587277838,-0.8601109710742362,-0.7647387025037546,-2.399596747450431,0.06813468455410758,0.9499664418989632,0.0,0.0,0.0,1.1950581587277838,-0.8601109710742362,-0.7647387025037546,-2.399596747450431,0.06813468455410758,0.9499664418989632
2.5428571428570916,0.01,0.0,0.0,0.0,1.1929904427281872,-0.9620925202853268,-1.1771485049436308,-2.400448900439398,-0.015196263481924785,6.372298814810172,0.0,0.0,0.0,1.1929904427281872,-0.9620925202853268,-1.1771485049436308,-2.400448900439398,-0.015196263481924785,6.372298814810172,0.0,0.0,0.0,1.1926469818685175,-0.9621193231913561,-2.353512831311244,-2.3997168257141057,-0.01361169800790717,1.8992104209576623,0.0,0.0,0.0,1.1926469818685175,-0.9621193231913561,-2.353512831311244,-2.3997168257141057,-0.01361169800790717,1.8992104209576623
3.1785714285713653,0.0125,0.0,0.0,0.0,1.1902083344384908,-1.0859719823917007,1.2405631287797494,-2.400194214530044,0.08022097524812087,7.020938828651987,0.0,0.0,0.0,1.1902083344384908,-1.0859719823917007,1.2405631287797494,-2.400194214530044,0.08022097524812087,7.020938828651987,0.0,0.0,0.0,1.1900369475870503,-1.0226516146386129,-3.4374925548299107,-2.3998231070564637,-0.052295884406327424,2.7645802594837865,0.0,0.0,0.0,1.1900369475870503,-1.0226516146386129,-3.4374925548299107,-2.3998231070564637,-0.052295884406327424,2.7645802594837865
3.8142857142856386,0.015,0.0,0.0,0.0,1.187198463933549,-1.18544608413139,0.8355710873160507,-2.399783797937924,0.1476423643017745,6.61395802512379,0.0,0.0,0.0,1.187198463933549,-1.18544608413139,0.8355710873160507,-2.399783797937924,0.1476423643017745,6.61395802512379,0.0,0.0,0.0,1.1871548040838809,-1.1282470180988784,-2.7412938736715464,-2.3996846069081554,0.026543773883539797,2.8413148114512095,0.0,0.0,0.0,1.1871548040838809,-1.1282470180988784,-2.7412938736715464,-2.3996846069081554,0.026543773883539797,2.8413148114512095
4.44999999999991,0.0175,0.0,0.0,0.0,1.184026510326511,-1.2582740657338403,0.36329039736976365,-2.3991910332074493,0.21670502909116865,6.60165773963613,0.0,0.0,0.0,1.184026510326511,-1.2582740657338403,0.36329039736976365,-2.3991910332074493,0.21670502909116865,6.60165773963613,0.0,0.0,0.0,1.1841458087642351,-1.198507605886619,-2.812951920284975,-2.3994450217524954,0.08767707949950748,2.5941545796086474,0.0,0.0,0.0,1.1841458087642351,-1.198507605886619,-2.812951920284975,-2.3994450217524954,0.08767707949950748,2.5941545796086474
5.085714285714185,0.02,0.0,0.0,0.0,1.180631129621173,-1.337882277150341,0.43556677730455434,-2.3984201731966537,0.28999399849583446,6.985578969191958,0.0,0.0,0.0,1.180631129621173,-1.337882277150341,0.43556677730455434,-2.3984201731966537,0.28999399849583446,6.985578969191958,0.0,0.0,0.0,1.180942589619728,-1.2628709759508399,-3.508039046105257,-2.3990958477498334,0.12596453458084697,2.4033236576369688,0.0,0.0,0.0,1.180942589619728,-1.2628709759508399,-3.508039046105257,-2.3990958477498334,0.12596453458084697,2.4033236576369688
5.721428571428462,0.0225,0.0,0.0,0.0,1.176916447384008,-1.4563996521830593,0.40964340874224964,-2.397483556073565,0.35766328516286033,7.0888186020949,0.0,0.0,0.0,1.176916447384008,-1.4563996521830593,0.40964340874224964,-2.397483556073565,0.35766328516286033,7.0888186020949,0.0,0.0,0.0,1.1774043104595773,-1.3832038463754346,-3.5115686139932656,-2.3985540252009314,0.19487205111701822,2.4327345627375925,0.0,0.0,0.0,1.1774043104595773,-1.3832038463754346,-3.5115686139932656,-2.3985540252009314,0.19487205111701822,2.4327345627375925
