,Unnamed: 0,q_fl1,qd_fl1,Tau_fl1,q_fl2,qd_fl2,Tau_fl2,q_fl3,qd_fl3,Tau_fl3,q_fr1,qd_fr1,Tau_fr1,q_fr2,qd_fr2,Tau_fr2,q_fr3,qd_fr3,Tau_fr3,q_bl1,qd_bl1,Tau_bl1,q_bl2,qd_bl2,Tau_bl2,q_bl3,qd_bl3,Tau_bl3,q_br1,qd_br1,Tau_br1,q_br2,qd_br2,Tau_br2,q_br3,qd_br3,Tau_br3
40,40,0.0328594905299941,0.1856063520818556,0.0,-1.015853865628141,-2.1387819441916545,-0.0,1.2133118611265898,-0.3828874219593022,-0.0,-0.0665730990817504,0.2192608397458653,0.0,-0.779278858622124,1.3779140790366664,-0.0,1.3596662057634012,0.8029877775901402,-0.0,-0.1803589248060238,0.0799840997845401,-0.0,0.3000392725050329,-1.3369942190353925,0.0,-1.3366719112948493,-0.4820795792075611,0.0,0.1364905937656252,0.754570857373579,-0.0,0.5650035901225781,1.1074759640440723,0.0,-1.2057646498220858,-0.309798716391741,0.0
41,41,0.0333559223775504,0.1864220889673895,0.0,-1.01970001617309,-2.2864957573815308,-0.0,1.2096700431174536,-0.1223096226395046,-0.0,-0.0661231899285311,0.2277456060710966,0.0,-0.7738408432791722,1.2232022002582728,-0.0,1.3631017716195688,0.6899160520955073,-0.0,-0.1804465507906327,0.117898982434542,-0.0,0.2945121544212498,-1.1625031958615084,0.0,-1.3387497144348506,-0.413157958354067,0.0,0.1375499036369183,0.8340342521458612,-0.0,0.568709655200206,1.0388414481017758,0.0,-1.2057569740485856,-0.4009320112057782,0.0
42,42,0.0338768177294697,0.1871248766946361,0.0,-1.0236749476152185,-2.4337809782740214,-0.0,1.2062336025581233,0.1415127632998999,-0.0,-0.0656559774329146,0.2357782634582668,0.0,-0.768620293282205,1.0673879038817404,-0.0,1.3663822717879213,0.5756136139861083,-0.0,-0.180531772816827,0.1562859625588924,-0.0,0.2892186693177442,-0.9861372714071018,0.0,-1.3407339880486286,-0.3432255424815865,0.0,0.1387061379698554,0.9113923206118472,-0.0,0.5723100880939149,0.971848804952559,0.0,-1.205750439862196,-0.4907081279192024,0.0
43,43,0.0344119043469654,0.1877109008511082,0.0,-1.0278309477384628,-2.572778651328246,-0.0,1.2031265605950423,0.3932838275093335,-0.0,-0.0651716739117721,0.2430604210016783,0.0,-0.7637280553469121,0.9187175548521288,-0.0,1.369420518149738,0.4666543358970614,-0.0,-0.180610698386463,0.1929194377785195,-0.0,0.2842899350090146,-0.8180324661988738,0.0,-1.3425696421240343,-0.2762784713022107,0.0,0.1399654474136716,0.9830884211257868,-0.0,0.5757694858615161,0.9096331956727176,0.0,-1.2057450549541262,-0.5746695987244883,0.0
44,44,0.0349509099912504,0.1881763470243184,0.0,-1.0322203043267626,-2.6956298210033265,-0.0,1.2004729383746549,0.6177076616392212,-0.0,-0.0646704916819747,0.2492936877956329,0.0,-0.7592749761889833,0.7854375181144947,-0.0,1.3721293225862992,0.3696120904634823,-0.0,-0.1806794350013968,0.2255738057143519,-0.0,0.2798570693095592,-0.668324800763523,0.0,-1.3442015866489203,-0.2163128845280293,0.0,0.1413339826176022,1.0455659120419305,-0.0,0.579052445560821,0.8553297813385461,0.0,-1.2057408270155847,-0.6483589558141123,0.0
45,45,0.0354835624235381,0.1885174008017797,0.0,-1.0368953051640544,-2.7944755317583816,-0.0,1.1983967570434049,0.7994883573399862,-0.0,-0.0641526430603938,0.2541796729344331,0.0,-0.7553719025241082,0.6757941586138967,-0.0,1.3744214969788833,0.2910607503204893,-0.0,-0.1807340901634848,0.2520234639873182,-0.0,0.2760511900338763,-0.5471502956277499,0.0,-1.3455747316111382,-0.1673249218711331,0.0,0.1428178942308823,1.0952681517145275,-0.0,0.5821235642496408,0.8120737230263404,0.0,-1.2057377637377804,-0.7073187313805491,0.0
46,46,0.0359995894050416,0.1887302477710045,0.0,-1.0419082380342763,-2.861456828052532,-0.0,1.1970220377477354,0.9233300062620486,-0.0,-0.0636183403639005,0.2574199855123806,0.0,-0.7521296810679768,0.5980338412953938,-0.0,1.376209853208771,0.2375741881032,-0.0,-0.1807707713745832,0.2700428102183461,-0.0,0.2730034149964641,-0.4646449713182561,0.0,-1.3466339869985398,-0.133310723043613,0.0,0.1444233329027471,1.1286384984978286,-0.0,0.5849474389857868,0.783000181812396,0.0,-1.2057358728119223,-0.7470914576162737,0.0
47,47,0.036488718696974,0.1888110735195059,0.0,-1.0473113907213665,-2.8887147543448988,-0.0,1.1964728016340906,0.9739367000558348,-0.0,-0.0630677959093661,0.2587162346237777,0.0,-0.7496591585362791,0.5604029311040437,-0.0,1.377407203157241,0.2157262764467316,-0.0,-0.1807855861365484,0.2774062420283645,-0.0,0.270844862011821,-0.4309448483617415,0.0,-1.347324262798977,-0.1182664277575594,0.0,0.1461564492824318,1.1421203107460831,-0.0,0.5874886668270703,0.7712443187730081,0.0,-1.2057351619292191,-0.7632196667137621,0.0
48,48,0.037052721952493,0.1121024478561258,0.0,-1.0541406326987883,-2.696149189514097,-0.0,1.1978437658900718,0.9017286558375904,-0.0,-0.062403567899229,0.2210763577521119,0.0,-0.7479457092053386,0.5507679280153662,-0.0,1.378086535090952,0.2230583970415149,-0.0,-0.1804357943087981,0.2595314612644342,-0.0,0.2695054004598138,-0.4355433433668747,0.0,-1.347703669526454,-0.1168019876558499,0.0,0.1489146205090711,0.9320535016577576,-0.0,0.5895704966352572,0.8746127475772449,0.0,-1.2070043159091308,-0.6598200385987927,0.0
49,49,0.0376479387818687,-0.0556835404845377,0.0,-1.062279554577016,-2.1852661910101885,-0.0,1.2010758525883063,0.6800070020483417,-0.0,-0.0616543845545001,0.1387222572027651,0.0,-0.7466331811276118,0.54378726605637,-0.0,1.3785709583754582,0.2395149503654061,-0.0,-0.1795687223003806,0.2202927517272491,-0.0,0.268523075672188,-0.4505540365170929,0.0,-1.347974261576196,-0.1160594400314477,0.0,0.1525785453368337,0.456186798342618,-0.0,0.5913305138113427,1.1009341620429898,0.0,-1.2097803449236368,-0.3715237734271397,0.0
50,50,0.0379397946334302,-0.1542584328328734,0.0,-1.0691398702929795,-1.6112956146503352,-0.0,1.203659550773103,0.3568512334692689,-0.0,-0.0611021414712067,0.090338916755925,0.0,-0.7453590389031834,0.5409156382227533,-0.0,1.3790693293752565,0.2491832366649365,-0.0,-0.1787470152845396,0.1972398638981275,-0.0,0.267528400562146,-0.4725970533381278,0.0,-1.3482357326326313,-0.114610210449623,0.0,0.1548071948244309,0.1270726603573242,-0.0,0.5933594871798573,1.233898835003569,0.0,-1.2114112722970551,-0.0122883287873637,0.0
51,51,0.0377107080076411,-0.133986926148493,0.0,-1.0745615054280395,-0.9234491675548656,-0.0,1.204905277816418,-0.6212446329928714,-0.0,-0.0608484061711504,0.23303914084723,0.0,-0.7440851921337959,0.754078847168681,-0.0,1.3797998937671274,0.2000685278275115,-0.0,-0.1782465795237942,0.2677573003106596,-0.0,0.2663984591224947,-0.5412959790452173,0.0,-1.3485878853855562,0.0458233921511004,0.0,0.1553051772852211,0.0432692676237678,-0.0,0.5962834038915276,1.105688729268227,0.0,-1.2114119998066322,0.562332310794997,0.0
52,52,0.0372075497152946,-0.0935422336949897,0.0,-1.07923459024414,-0.1597674024154509,-0.0,1.2058735159303098,-2.133677724264123,-0.0,-0.0606738219024424,0.5418438769494174,0.0,-0.7428348951814474,1.2015746162714398,-0.0,1.380571949708134,0.0933974497092267,-0.0,-0.177808364180491,0.4280055847912165,-0.0,0.2652316534521881,-0.6491580421440338,0.0,-1.3489418690022177,0.3847256253735156,0.0,0.1556310339051383,-0.013686934402833,-0.0,0.5997205661867541,0.8520561898272454,0.0,-1.211403735462119,1.2848266856145774,0.0
53,53,0.0367875684174676,-0.0719226155002551,0.0,-1.0811907228335416,0.195031331081946,-0.0,1.2062571303151697,-2.90450233100289,-0.0,-0.0604109708951884,0.7886102030606482,0.0,-0.7412503113204683,1.5219396892650163,-0.0,1.3809491948166512,0.0069938062591781,-0.0,-0.1772451249004475,0.577235675977241,-0.0,0.2639371222767666,-0.7070542456638176,0.0,-1.349100331599444,0.6413244887267736,0.0,0.1557467257528348,-0.0344678038705026,-0.0,0.6026767080817934,0.7164811648247351,0.0,-1.211391521615824,1.633985076111206,0.0
54,54,0.0365406030356427,-0.072164098787554,0.0,-1.0810411953928944,0.1570302318942192,-0.0,1.2042497231818383,-2.827445460786354,-0.0,-0.0597809634639259,0.9302400905718538,0.0,-0.7390498116809154,1.6587808332046658,-0.0,1.3809907674460642,-0.0441549093983678,-0.0,-0.1764603187831491,0.6942188367552072,-0.0,0.2624708093936124,-0.7116224104907394,0.0,-1.3488219239943016,0.7706275961488385,0.0,0.1557203005489072,-0.0330364567674814,-0.0,0.6049031154981555,0.7387443161291015,0.0,-1.210128255830499,1.572921943921172,0.0
55,55,0.0363244984385013,-0.0728036183456722,0.0,-1.08064520226294,0.0563920203128917,-0.0,1.1988965107498424,-2.62337595294561,-0.0,-0.0586671529835922,1.066728778296426,0.0,-0.7362475498088161,1.7841578278696286,-0.0,1.3810260099788554,-0.0938001621883478,-0.0,-0.1754869356160258,0.8183745990243173,-0.0,0.2608651354894217,-0.7154886150625808,0.0,-1.3480488672973998,0.8920287527307583,0.0,0.1556503187504649,-0.0292458239784517,-0.0,0.6068380370562583,0.7977037614958706,0.0,-1.2068048749321605,1.411208610662013,0.0
56,56,0.0361330462648487,-0.0737335086259455,0.0,-1.080069410392425,-0.0899404781785199,-0.0,1.1910377024215826,-2.326649684870818,-0.0,-0.0571343717217921,1.1953514039816933,0.0,-0.7329288112814444,1.897083204104952,-0.0,1.381055343467833,-0.140868428362162,-0.0,-0.1743366418727693,0.9445604811408006,-0.0,0.2591455952602882,-0.7187007430815304,0.0,-1.3468523471672462,1.0038527115467504,0.0,0.1555485620593029,-0.0237340729430717,-0.0,0.6085594220978247,0.8834334541704569,0.0,-1.2019790047730396,1.1760701307212815,0.0
57,57,0.0359600381534902,-0.0748461040797097,0.0,-1.0793804867300971,-0.2650244380965044,-0.0,1.1815135075994605,-1.971622533952124,-0.0,-0.0552474519461303,1.3133831053749894,0.0,-0.7291788816760746,1.996569492755688,-0.0,1.381079188965807,-0.1842861841712118,-0.0,-0.1730211040270711,1.0676340014608905,-0.0,0.2573376834023055,-0.721306678249778,0.0,-1.3453035492623495,1.104424225671035,0.0,0.155426812177216,-0.0171393711009992,-0.0,0.6101452199645766,0.9860073473982782,0.0,-1.1962082712053683,0.894731558486523,0.0
58,58,0.035799265743231,-0.0760337391583005,0.0,-1.0786450982247031,-0.4519170339575451,-0.0,1.171164135685877,-1.5926503775796843,-0.0,-0.0530712259242119,1.4180990202236423,0.0,-0.72508304656998,2.0816292246668837,-0.0,1.381097967525585,-0.2229799058668974,-0.0,-0.1715519885526229,1.1824526783408158,-0.0,0.2554668946115674,-0.7233543042695123,0.0,-1.343473659241218,1.1920680481778296,0.0,0.1552968508059994,-0.0100998858918922,-0.0,0.6116733799982369,1.0954993944247493,0.0,-1.1900503000813796,0.5944179483452888,0.0
59,59,0.0356445206728766,-0.0771887483130536,0.0,-1.0779299118249903,-0.6336754402781274,-0.0,1.1608297960832334,-1.2240890931436543,-0.0,-0.0506705259236415,1.506774286274983,0.0,-0.7207265915404351,2.151274930683586,-0.0,1.381112100199977,-0.2558760697006191,-0.0,-0.1699409619231164,1.2838740301368077,-0.0,0.2535587235841677,-0.7248915048429226,0.0,-1.34143386276236,1.2651089321413522,0.0,0.1551704596474478,-0.0032537847554089,-0.0,0.6132218515405281,1.2019835484952868,0.0,-1.1840627172533051,0.3023543546851298,0.0
60,60,0.0354895945812322,-0.0782034659953048,0.0,-1.077301594479705,-0.7933568315747364,-0.0,1.1513506981939308,-0.9002945580341872,-0.0,-0.0481101842120241,1.5766840412763414,0.0,-0.7161948021647135,2.2045191416508465,-0.0,1.3811220080417914,-0.2819011519237777,-0.0,-0.1681996906122432,1.3667555752050955,-0.0,0.2516386650162001,-0.7259661636721979,0.0,-1.3392553454842833,1.3218716306358214,0.0,0.1550594204033564,0.0027607648687926,-0.0,0.6148685839331722,1.295533762855305,0.0,-1.1788031485733763,0.0457658318935951,0.0
61,61,0.0353282791071031,-0.0789702266563899,0.0,-1.076826813137595,-0.9140183823638572,-0.0,1.1435670514203709,-0.6556226496414372,-0.0,-0.0454550330569645,1.6251034229750476,0.0,-0.7115729640200896,2.240374388413712,-0.0,1.3811281121038377,-0.2999816287877734,-0.0,-0.166339841093695,1.425954831901912,-0.0,0.2497322136037582,-0.7266261644595272,0.0,-1.3370092930654964,1.360680896735455,0.0,0.15497551477552,0.0073055955410546,-0.0,0.6166915265178918,1.366223990750221,0.0,-1.1748292198938262,-0.1481225656417639,0.0
62,62,0.0351543658892947,-0.0793813647476446,0.0,-1.0765722347474074,-0.9787172671619744,-0.0,1.1383190651649544,-0.5244292453555612,-0.0,-0.0427699047260675,1.6493075691184318,0.0,-0.706946362683837,2.257853201817232,-0.0,1.3811308334389236,-0.3090439765440068,-0.0,-0.1643730798411635,1.456329318583486,-0.0,0.2478648640429359,-0.7269193909070999,0.0,-1.3347668911645083,1.379861483514471,0.0,0.1549305244657337,0.0097425398217189,-0.0,0.6187686286364095,1.4041281854254497,0.0,-1.1726985570668862,-0.2520857835333974,0.0
63,63,0.0349593198542991,-0.0786027202402703,0.0,-1.0767616241870035,-0.9800018967888596,-0.0,1.1358352869148196,-0.5130149428623324,-0.0,-0.0398999221184084,1.6385823826436612,0.0,-0.7021480584443264,2.2304417213354126,-0.0,1.3810632303276047,-0.3004638006918742,-0.0,-0.162126777139462,1.4463700462184412,-0.0,0.2459943741576942,-0.7192280730264949,0.0,-1.3324704187952905,1.377186711909416,0.0,0.1549282479809702,0.0053540958475053,-0.0,0.6212279698686739,1.40168487134749,0.0,-1.1725446910100183,-0.25085491489388,0.0
64,64,0.0347336138865906,-0.073856149505245,0.0,-1.078005160649404,-0.9498172251384356,-0.0,1.1339947138425686,-0.5227136001728541,-0.0,-0.0360605082411732,1.5629487307306056,0.0,-0.6962896491212957,2.062242816166849,-0.0,1.3806702672890443,-0.2457827391729938,-0.0,-0.1589282289484616,1.37172041516765,-0.0,0.2438840414393853,-0.674429219750469,0.0,-1.3296620893451172,1.3512576215693757,0.0,0.1549409081560029,-0.0214664051183717,-0.0,0.6242733335739467,1.365755787578103,0.0,-1.1728774144445255,-0.1839981339948393,0.0
65,65,0.0344848620993035,-0.0655929559056647,0.0,-1.0801705795640446,-0.8961016686889791,-0.0,1.132469402867624,-0.5407399011334362,-0.0,-0.0313894628287762,1.4306860831840456,0.0,-0.6895434739452292,1.7694292894686314,-0.0,1.379986167157312,-0.1505897624357225,-0.0,-0.1549149754574461,1.2417646243567813,-0.0,0.2415811152119513,-0.5961855271115765,0.0,-1.326385525562696,1.30611827670304,0.0,0.1549629479576069,-0.0681575858235076,-0.0,0.6278097567170124,1.3032076888315232,0.0,-1.1734566448632695,-0.0676087331297199,0.0
66,66,0.0342221973564879,-0.0546320304513199,0.0,-1.0830439133792695,-0.8229047455482761,-0.0,1.131194385566836,-0.5665532094179592,-0.0,-0.0261330261048864,1.2542541177740654,0.0,-0.6822064546020011,1.381019263794539,-0.0,1.3790787249611614,-0.0243185926730525,-0.0,-0.150317354049804,1.069381426713837,-0.0,0.2391662561940284,-0.4919735159616689,0.0,-1.3227459764743956,1.246242032951109,0.0,0.1549921832187077,-0.1300923020947483,-0.0,0.6317130988237781,1.220239156216351,0.0,-1.1742249799342364,0.0867789780117967,0.0
67,67,0.0339547525221942,-0.0417922641520012,0.0,-1.0864111945434225,-0.7342759738241131,-0.0,1.1301046935170576,-0.5996128887003026,-0.0,-0.0205374382931731,1.0461125122707506,0.0,-0.674575512777485,0.926030861698358,-0.0,1.3780157357293443,0.1235970479220224,-0.0,-0.1453657021089238,0.8674495751668212,-0.0,0.2367201251042526,-0.369269707152599,0.0,-1.3188486911065849,1.176102245954283,0.0,0.1550264297722306,-0.2026434097589392,-0.0,0.63585921942015,1.1230487708411878,0.0,-1.1751250173254106,0.2676306897400269,0.0
68,68,0.0336916604604725,-0.0278925480174988,0.0,-1.090058455504847,-0.6342648716242749,-0.0,1.1291353582951398,-0.6393783026543477,-0.0,-0.0148489396173053,0.8187209444441802,0.0,-0.6669475701575545,0.4334822057338575,-0.0,1.376864994490614,0.2837234371565139,-0.0,-0.1402903570181938,0.6488478226437311,-0.0,0.2343233826612599,-0.2355506215362152,0.0,-1.3147989184856326,1.10017227135326,0.0,0.1550635034511013,-0.2811837646429278,-0.0,0.640123978032035,1.017835113814631,0.0,-1.1760993547047771,0.4634120923652934,0.0
69,69,0.0334420540353732,-0.0137517730576036,0.0,-1.0937717287118869,-0.5269209570565475,-0.0,1.1282214114779348,-0.6853088149539742,-0.0,-0.0093137703009521,0.5845390920644399,0.0,-0.6596195484280837,-0.0676085815451781,-0.0,1.3756942962737224,0.4466268528374277,-0.0,-0.1353216561610024,0.4264549220725698,-0.0,0.2320566895836864,-0.09829277996437,0.0,-1.3107019076379072,1.0229254647887407,0.0,0.1551012200882449,-0.3610862225735595,-0.0,0.6443832341853397,0.9107967662452828,0.0,-1.1770905897403214,0.6625888761979131,0.0
70,70,0.0332150661109465,-0.0001888302821059,0.0,-1.0973370466128856,-0.4162937482287175,-0.0,1.127297884642294,-0.7368637892730625,-0.0,-0.0041781705677827,0.3560266329016129,0.0,-0.652888369274946,-0.5482233775849692,-0.0,1.3745714361074226,0.6028735727717721,-0.0,-0.1306899369207381,0.2131496263813396,-0.0,0.2300007065901681,0.0350272967110849,0.0,-1.3066629075897782,0.9488351819014248,0.0,0.155137395516587,-0.4377236393776804,-0.0,0.6485128474059706,0.808132309241743,0.0,-1.1780413201000286,0.8536267315482042,0.0
71,71,0.0330198295512426,0.0119773892992036,0.0,-1.1005404416561873,-0.3064327632485707,-0.0,1.126299809365069,-0.7935025892854927,-0.0,0.0003116193585336,0.1456432447257836,0.0,-0.6470509543840155,-0.9793440598317348,-0.0,1.373564209020467,0.7430298747665552,-0.0,-0.1266255366807893,0.0218106884980422,-0.0,0.2282360943993411,0.1569330876382988,0.0,-1.3027871673676137,0.8823747783320118,0.0,0.1551698455690529,-0.5064688708821364,-0.0,0.6523886772198344,0.7160403239126114,0.0,-1.178894143451883,1.0249913487264857,0.0
72,72,0.0328654772203118,0.0219279946765345,0.0,-1.1031679462901351,-0.2013875202238929,-0.0,1.1251622172231115,-0.8546845786651449,-0.0,0.0039093592543279,-0.034151394692965,0.0,-0.6424042254411658,-1.331952505731695,-0.0,1.3727404100416083,0.8576620366287842,-0.0,-0.1233587928245442,-0.134683138649321,-0.0,0.2268435137298413,0.2599480719654201,0.0,-1.299179935997782,0.828017609721202,0.0,0.1551963860785682,-0.5626947729137736,-0.0,0.6558865831528378,0.6407193913664889,0.0,-1.1795916574638703,1.1651484180430756,0.0
73,73,0.0327611419822043,0.0288440948400961,0.0,-1.105005592963073,-0.1052075372624714,-0.0,1.1238201397932732,-0.9198691210858988,-0.0,0.006368808895931,-0.170897607584548,0.0,-0.6392451041322706,-1.5770305927310666,-0.0,1.372167834199599,0.9373363361654669,-0.0,-0.1211200427353915,-0.2434531021327464,-0.0,0.2259036253003049,0.3365957288405965,0.0,-1.2959464625066532,0.7902370317096951,0.0,0.1552148328780582,-0.6017742012994378,-0.0,0.6588824247308871,0.5883680927119761,0.0,-1.1800764598039752,1.2625636298082914,0.0
74,74,0.0327159567009704,0.0319067987800981,0.0,-1.1058394141233456,-0.0219423324720899,-0.0,1.1222086086524063,-0.988515580221636,-0.0,0.0074437280596737,-0.2521357161788846,0.0,-0.6378705121432039,-1.6855601982760788,-0.0,1.3719142765231922,0.9726190511836132,-0.0,-0.1201396237967194,-0.2916204490242369,-0.0,0.2254970898293679,0.3793995374119789,0.0,-1.2931919959205953,0.7735063999381901,0.0,0.1552230018004483,-0.6190800118659758,-0.0,0.6612520614798892,0.5651850090576713,0.0,-1.180291148140183,1.3057026743324545,0.0
75,75,0.0327597446881772,0.0217210734065639,0.0,-1.1058936013058984,0.0593607934645874,-0.0,1.120177673936988,-1.1051683757330697,-0.0,0.0072268836455103,-0.2828607631969198,0.0,-0.6395274949715328,-1.669957269574466,-0.0,1.3730096102539149,0.9205829307775256,-0.0,-0.1204116597915325,-0.2876545009803868,-0.0,0.2258598852286974,0.3921718770253205,0.0,-1.290987487760605,0.786014013505403,0.0,0.15460680208482,-0.6183389592794949,-0.0,0.6629403243431082,0.5900315871087168,0.0,-1.178993586885661,1.3032332361975485,0.0
76,76,0.0328750269978115,-0.0046131432677099,0.0,-1.1059185341658853,0.1427221835431174,-0.0,1.117643472452228,-1.2828146033838357,-0.0,0.0064851950383237,-0.3014064116884583,0.0,-0.6445146284761044,-1.6227572392793257,-0.0,1.376089137584538,0.7459905237067989,-0.0,-0.1212825602332446,-0.2733480329105495,-0.0,0.2269738482919026,0.3990123511778294,0.0,-1.2891226588160356,0.81920810913894,0.0,0.1527840021563658,-0.613694215975179,-0.0,0.664254728654003,0.6553080652536443,0.0,-1.1751440138555922,1.289305332675761,0.0
77,77,0.0329515367362713,-0.0220904477794169,0.0,-1.105929594620304,0.1869128076470096,-0.0,1.1148000484864702,-1.3898239194811184,-0.0,0.0056318725741349,-0.3267901852437259,0.0,-0.6498546554196987,-1.591431860870184,-0.0,1.3789266061788654,0.508358173383682,-0.0,-0.1222019200671415,-0.2608706734872353,-0.0,0.2282055428742428,0.4105016967799466,0.0,-1.2872515285162929,0.8412381290386696,0.0,0.1508160189896603,-0.6055848120084449,-0.0,0.6656123766286638,0.6986302912420556,0.0,-1.170998246200906,1.26516419548321,0.0
78,78,0.0329174480026711,0.2980918891019273,0.0,-1.105633434683707,-0.0260396977566796,-0.0,1.110961176594908,-0.7870913196605303,-0.0,0.0048812085717999,-0.4041315523127013,0.0,-0.6539482157771701,-1.6116942440896262,-0.0,1.3806044219201832,0.0755101442495792,-0.0,-0.1228874576206681,-0.2559792143740918,-0.0,0.2291781136552803,0.5050990037078863,0.0,-1.2850988066715885,0.7720800816531513,0.0,0.148990817594399,-0.1616382516822484,-0.0,0.667593802335144,0.2216802722615426,0.0,-1.1671787406122354,0.6003966386002314,0.0
79,79,0.0328362377961153,1.034307355414964,0.0,-1.104952716550028,-0.516791129436997,-0.0,1.106455350351692,0.6014828072325513,-0.0,0.0040703645247256,-0.5262747022903429,0.0,-0.6579233447507667,-1.6594295808360564,-0.0,1.3820368708564863,-0.5547907135584312,-0.0,-0.1235406132518869,-0.2527830722817392,-0.0,0.2301550858217669,0.7153279759189077,0.0,-1.2828465287163298,0.6123690862625895,0.0,0.1470835229353611,0.8432717217935881,-0.0,0.6698398677805786,-0.8817565085498438,0.0,-1.163200672319203,-0.8824119767187586,0.0
80,80,0.0327865628117967,1.484638579718732,0.0,-1.104536332156366,-0.8169759301777293,-0.0,1.1040898278079512,1.4508513891395394,-0.0,0.0031414074528237,-0.5959166581619524,0.0,-0.6619502116908345,-1.688628522753465,-0.0,1.382698275911823,-0.907382169663954,-0.0,-0.1241834684900318,-0.2481437860618163,-0.0,0.2313157784726517,0.9052435377098978,0.0,-1.2808558644848695,0.514676425105667,0.0,0.1461220735874397,1.456598607146717,-0.0,0.6710041936254411,-1.5755710261373936,0.0,-1.1611979200558955,-1.785390369011855,0.0
81,81,0.0335721637526445,1.4587695841645356,0.0,-1.1049666571261638,-0.7677705717891068,-0.0,1.1046080966772314,1.4546225150439038,-0.0,0.0019906677402374,-0.5904624833917468,0.0,-0.6661182408050877,-1.6849639180206213,-0.0,1.3823676651515853,-0.9084350795086004,-0.0,-0.1248676346286477,-0.2277196613890419,-0.0,0.2327331593455572,1.0289233361613142,0.0,-1.2792329709512786,0.5188382280182418,0.0,0.1468887094741718,1.43330687348807,-0.0,0.6704594305038413,-1.6133808488263677,0.0,-1.1619595160863363,-1.7751417434528485,0.0
82,82,0.0359659505446357,1.3724551592290537,0.0,-1.106284386642138,-0.6128793104486818,-0.0,1.106257369776558,1.4517608484839664,-0.0,0.0005725113342953,-0.5723946005885729,0.0,-0.6703902233723874,-1.6730500075785737,-0.0,1.3813303057013535,-0.905808693456369,-0.0,-0.125627222436972,-0.1792477099882361,-0.0,0.2343356607900767,1.1525192736349812,0.0,-1.277764142354504,0.5331458501335734,0.0,0.1492387942206333,1.3520752856611844,-0.0,0.6687420038112111,-1.6431414397703523,0.0,-1.1643347073912478,-1.7283198413358547,0.0
83,83,0.0396469415178973,1.2397271234186915,0.0,-1.108310695112771,-0.3746988105233101,-0.0,1.108862502670992,1.447006338057209,-0.0,-0.0010517069327802,-0.5439477478642771,0.0,-0.6747399352461948,-1.654182922225478,-0.0,1.379692727373605,-0.9014939273584596,-0.0,-0.1264361518684494,-0.1084457954679705,-0.0,0.2361164255071628,1.2742676354111082,0.0,-1.2764196416963305,0.5551470693029574,0.0,0.1528525833713911,1.2270504383708114,-0.0,0.6660186435090784,-1.6687311963930274,0.0,-1.1680375073051656,-1.6551722741301995,0.0
84,84,0.0442898148279288,1.0723158313418706,0.0,-1.1108664996731548,-0.0742791968632347,-0.0,1.1122575222930982,1.4404494306591649,-0.0,-0.0028202707911025,-0.5070181720500919,0.0,-0.6791413413465796,-1.6295208923929805,-0.0,1.3775601648608555,-0.8956149619629111,-0.0,-0.1272681221730894,-0.0211013215723707,-0.0,0.2380690206819277,1.3920046041110583,0.0,-1.2751708344256425,0.5828974425072622,0.0,0.1574106943034773,1.069176801775359,-0.0,0.6624532670414881,-1.6904272773384068,0.0,-1.1727876112919595,-1.561094284506452,0.0
85,85,0.0495692486302296,0.8819516376070144,0.0,-1.1137727174583807,0.2673294056812968,-0.0,1.1162764555754408,1.4321805731853685,-0.0,-0.0046714639707845,-0.4635021199772507,0.0,-0.683568406593611,-1.6002221485127264,-0.0,1.3750378528556215,-0.8882959780177634,-0.0,-0.1280968326009014,0.0769983079544366,-0.0,0.2401870134994839,1.5035663623561926,0.0,-1.2739890859913234,0.6144525267273562,0.0,0.1625937443939245,0.8893988460332346,-0.0,0.6582097918524847,-1.708506841250504,0.0,-1.1783047148154986,-1.4514811151351803,0.0
86,86,0.0551599210802995,0.6803648968225402,0.0,-1.1168502656035406,0.6290768722600494,-0.0,1.120753329450584,1.4222902125313526,-0.0,-0.0065435702019396,-0.4152958384769856,0.0,-0.6879950959073592,-1.5674449210163603,-0.0,1.3722310260504191,-0.8796611562710553,-0.0,-0.1288959824018948,0.1800656893683282,-0.0,0.2424639711449437,1.606789092767876,0.0,-1.2728457618422573,0.6478678789441088,0.0,0.1680823510197649,0.6986610413028423,-0.0,0.6534521353861129,-1.7232470467733334,0.0,-1.1843085133396525,-1.3317280086869518,0.0
87,87,0.0607365103336377,0.4792859635968712,0.0,-1.119920061243726,0.9899130780227752,-0.0,1.1255221708510923,1.4108687955926509,-0.0,-0.0083748732146808,-0.3642955743805295,0.0,-0.6923953742078931,-1.5323474403355286,-0.0,1.3692449191377638,-0.8698346774708267,-0.0,-0.1296392708260789,0.2823134189251773,-0.0,0.2448934608034196,1.69950897796747,0.0,-1.2717122274273274,0.6811990561383885,0.0,0.173557131558031,0.507907857742591,-0.0,0.6483442150864174,-1.7349250525509086,0.0,-1.190518702328289,-1.2072302078323345,0.0
