Unnamed: 0,t[s],q_fl1,qd_fl1,Tau_fl1,q_fl2,qd_fl2,Tau_fl2,q_fl3,qd_fl3,Tau_fl3,q_fr1,qd_fr1,Tau_fr1,q_fr2,qd_fr2,Tau_fr2,q_fr3,qd_fr3,Tau_fr3,q_bl1,qd_bl1,Tau_bl1,q_bl2,qd_bl2,Tau_bl2,q_bl3,qd_bl3,Tau_bl3,q_br1,qd_br1,Tau_br1,q_br2,qd_br2,Tau_br2,q_br3,qd_br3,Tau_br3
0.0,0.0,0.012455722000693,-0.116269572332412,-0.031913487643522,-0.769941967769002,-1.27795658854201,2.2139632740582,1.04711600917801,-0.378276139450865,1.20406359785088,-0.059817440940424,0.108692560816791,0.035727711372981,-0.831108008660451,1.53805353682955,2.16509454612034,1.08594803772937,0.663044725014902,1.21256404221414,-0.13798511504948,0.078614046388479,0.041802206674808,0.526909110635845,-1.33954137899597,-2.11745068467783,-1.24742209370454,-0.62891908667829,-0.919320720857668,0.096784632023389,0.048750698171529,-0.038779882617816,0.527529225202536,1.31811207557615,-2.16501107568878,-1.19124945966269,0.542569012407498,-0.967149896970739
2.0,0.005,0.011765041805808,-0.101743104022616,-0.023030322572652,-0.775910647287873,-1.36527433482768,1.59884744137389,1.04560646792128,-0.441125772860247,0.871804701466917,-0.059525541451421,0.158045378100816,0.026900212163678,-0.824189515874702,1.68985985206438,1.56641430478108,1.08919056761077,0.681262128495279,0.872744725096342,-0.137632702374269,0.086661065720416,0.030362342464843,0.520757772090627,-1.44808978302697,-1.52678677116483,-1.25032709677527,-0.681846559574031,-0.657854262876205,0.09691094814789,0.070421652075137,-0.02926101897458,0.533695351680053,1.41144496276688,-1.56582668819447,-1.18837091050243,0.510402688890289,-0.702167416836312
4.0,0.01,0.011117487225479,-0.088333529207084,-0.01443133384336,-0.782148466901504,-1.44486749592978,1.00849003926908,1.04385618093939,-0.499305207969285,0.551880217214488,-0.059061492627328,0.20316766708446,0.018141134779021,-0.816790190460657,1.82973971760612,0.990518960212735,1.09249086122006,0.698100531670563,0.547591869735333,-0.13725497989255,0.094018729410409,0.01925441644923,0.514262889657023,-1.54881034618525,-0.960677771712075,-1.25338342110986,-0.726655834430499,-0.408999420035898,0.097118046614511,0.090421218405056,-0.019777057304075,0.540133345461467,1.49224208932477,-0.989577416139877,-1.1855588106131,0.48868301900701,-0.445968652820519
6.0,0.015,0.010526738625172,-0.076710397845891,-0.006136379026022,-0.788650849198932,-1.50857586938321,0.445407217118169,1.04189133400636,-0.550468319137294,0.245380116636703,-0.058462161581846,0.2393622676651,0.009451336280367,-0.808931122958992,1.94256385443672,0.439508194414385,1.09585017673258,0.711981587907622,0.238803674569347,-0.136853115072608,0.099920888347727,0.008498541283488,0.50743462446171,-1.63044602817832,-0.421771021963954,-1.25658723397574,-0.7605547163576,-0.174604628545742,0.097388188693513,0.1070527647216,-0.010328196268203,0.546838919186469,1.55446376315893,-0.438397558946452,-1.18282063240883,0.475650770558868,-0.199201415221344
8.0,0.02,0.010006476370355,-0.067543259899115,0.001834684308989,-0.795413216769193,-1.54823925272287,-0.087884875704462,1.03973811289624,-0.592268980723585,-0.046605628723323,-0.057764415428674,0.261932019740113,0.000831673729076,-0.800633403910385,2.01320298353812,-0.084518310614904,1.0992697723237,0.721326950573324,-0.051921661963379,-0.136428275382726,0.103601393421635,-0.001885170376866,0.500283137631362,-1.68173978871372,0.087286142435152,-1.2599347026403,-0.780751010465242,0.043481675385265,0.097703635655155,0.118619658585083,-0.000914634528864,0.553807785494749,1.59207029217848,0.085578583964356,-1.18016384830376,0.469546711347064,0.037486485663228
10.0,0.025,0.009568329661339,-0.061422156018517,0.009461998591296,-0.802444026506931,-1.55711455684312,-0.588870089824421,1.03741083174777,-0.622815521806641,-0.322987047322478,-0.056989638422465,0.267022046458007,-0.007716995813494,-0.791893403912438,2.02931663765355,-0.579460872876062,1.10275275441078,0.724857470468247,-0.322885941424612,-0.135980264692294,0.104436231145651,-0.011876605876312,0.492802590123506,-1.69356157142462,0.563846385840856,-1.26343283763632,-0.784484068466593,0.243411055548128,0.098053379010012,0.12370627199163,0.008463429252042,0.561052688982949,1.59984554413871,0.580216713171092,-1.17760267606781,0.469876109284833,0.263447239535212
12.0,0.03,0.009185873089487,-0.057330383755094,0.016725706250525,-0.809915710630902,-1.55352933524519,-1.05503227586732,1.03475364503488,-0.648000240926187,-0.582674167617646,-0.055934727224181,0.265533989925163,-0.016193815285985,-0.782384779721357,2.02702347557381,-1.04321981037002,1.10632367802224,0.726450587854517,-0.572390965376119,-0.135491081512788,0.104266508860324,-0.021455652559332,0.484781562716808,-1.69347395554957,1.00526237260878,-1.26722508432086,-0.772018933565551,0.423335075733849,0.098525611900113,0.125942541067304,0.017805796412614,0.568799039984306,1.58836959193004,1.04338252925231,-1.17522688962609,0.493295154651614,0.478033036096623
14.0,0.035,0.008841733147286,-0.054299043553932,0.023557267275318,-0.817763944507079,-1.54674696911789,-1.48031787420846,1.03177842892262,-0.670219342103238,-0.822076118416478,-0.05460940851706,0.262649115799965,-0.024439136553245,-0.772203197172809,2.02258112330811,-1.46958047741577,1.1099693756189,0.727755459718331,-0.797563351410537,-0.134965994309319,0.103910347880651,-0.030512392376882,0.476289379996394,-1.69327845419916,1.40603641222403,-1.2712579834629,-0.749100350205394,0.581673137288903,0.09911974048608,0.12733191639842,0.02693898736683,0.576959191454635,1.56577837329388,1.46875552890401,-1.17298232121565,0.536353761535124,0.678099552391094
16.0,0.04,0.008529105072495,-0.051729044688331,0.029877435204083,-0.825833666351261,-1.53835939811478,-1.86014077525937,1.02857339986858,-0.689331353109453,-1.03719816819424,-0.05312219364993,0.258945253250061,-0.032124670114643,-0.76161285516653,2.01688404095675,-1.85230445006725,1.1136632672761,0.728760182465319,-0.997821302446745,-0.134419566983764,0.103401451731433,-0.038882596204478,0.467505449941089,-1.69297864648212,1.76315016375017,-1.27540259850426,-0.72204964454857,0.720999383303874,0.099792720643391,0.128379129397505,0.035503951347231,0.585326444955512,1.53612095933688,1.84998739258654,-1.17076502848326,0.58717565058886,0.859178232018048
18.0,0.045,0.008241184102872,-0.04902129643159,0.035853976701727,-0.833969814379244,-1.52995856188946,-2.21033855239879,1.02522677433037,-0.70519480171649,-1.23689615917068,-0.051581593971622,0.2550002314431,-0.039580436719624,-0.750877952602255,2.01082668862005,-2.20700379077954,1.11737877306918,0.729452852501115,-1.18135661332735,-0.133866363437998,0.102773523937473,-0.046819610477665,0.458609180529719,-1.69257811150716,2.09147167800654,-1.27952999288676,-0.69718814275753,0.84704354441162,0.10050150824752,0.129588911477091,0.043858320653756,0.593694102048515,1.50344642116568,2.20295457607744,-1.16847106907566,0.633884542466316,1.02861329952699
