,Unnamed: 0,t[s],q_fl1,qd_fl1,Tau_fl1,q_fl2,qd_fl2,Tau_fl2,q_fl3,qd_fl3,Tau_fl3,q_fr1,qd_fr1,Tau_fr1,q_fr2,qd_fr2,Tau_fr2,q_fr3,qd_fr3,Tau_fr3,q_bl1,qd_bl1,Tau_bl1,q_bl2,qd_bl2,Tau_bl2,q_bl3,qd_bl3,Tau_bl3,q_br1,qd_br1,Tau_br1,q_br2,qd_br2,Tau_br2,q_br3,qd_br3,Tau_br3
0,0.0,0.0,0.0,0.0,0.0,-0.4,-2.10347386799208e-27,-0.254359706751876,0.8,6.30375734082486e-27,0.00695058867808,0.0,0.0,0.0,-0.4,-2.10347386799208e-27,-0.254359706751876,0.8,6.30375734082486e-27,0.00695058867808,-0.0,-0.0,-0.0,0.4,-4.1610605606037e-28,0.304603236462486,-0.8,-2.617704865239049e-27,-0.000558150771566,-0.0,-0.0,-0.0,0.4,-4.1610605606037e-28,0.304603236462486,-0.8,-2.617704865239049e-27,-0.000558150771566
1,0.2399999999999695,0.0024999999999999,0.0,0.0,0.0,-0.4015677248622574,-0.2627980682824959,0.2578322245721395,0.8035890569522451,0.5947816935549524,-0.0504471155267875,0.0,0.0,0.0,-0.4015677248622574,-0.2627980682824959,0.2578322245721395,0.8035890569522451,0.5947816935549524,-0.0504471155267875,-0.0,-0.0,-0.0,0.4010506325308707,0.181378847950101,0.6364755209272299,-0.8024988303755611,-0.4231638216782072,0.0862113947604747,-0.0,-0.0,-0.0,0.4010506325308707,0.181378847950101,0.6364755209272299,-0.8024988303755611,-0.4231638216782072,0.0862113947604747
2,0.4799999999999561,0.0049999999999999,0.0,0.0,0.0,-0.403555350926589,-0.4924174370207945,0.7926196821167885,0.807556538870729,1.0562730988211393,-0.1334214319582736,0.0,0.0,0.0,-0.403555350926589,-0.4924174370207945,0.7926196821167885,0.807556538870729,1.0562730988211393,-0.1334214319582736,-0.0,-0.0,-0.0,0.4032106887399311,0.4258168806709315,0.7231156941955165,-0.806829341261859,-0.9158485283640656,0.1084584109862382,-0.0,-0.0,-0.0,0.4032106887399311,0.4258168806709315,0.7231156941955165,-0.806829341261859,-0.9158485283640656,0.1084584109862382
3,0.719999999999956,0.0074999999999999,0.0,0.0,0.0,-0.4058962107783815,-0.6897811411539716,1.3304151045556052,0.8118246912815459,1.400210072985257,-0.2342813673745533,0.0,0.0,0.0,-0.4058962107783815,-0.6897811411539716,1.3304151045556052,0.8118246912815459,1.400210072985257,-0.2342813673745533,-0.0,-0.0,-0.0,0.4063527257611806,0.7154771712331774,0.6124124591505298,-0.8127854392684684,-1.4542388189401232,0.0794730346549791,-0.0,-0.0,-0.0,0.4063527257611806,0.7154771712331774,0.6124124591505298,-0.8127854392684684,-1.4542388189401232,0.0794730346549791
4,0.9599999999999658,0.01,0.0,0.0,0.0,-0.4085236370030216,-0.8558122156211034,1.8516309305621252,0.8163157597107904,1.6423284732340018,-0.3453359285338022,0.0,0.0,0.0,-0.4085236370030216,-0.8558122156211034,1.8516309305621252,0.8163157597107904,1.6423284732340018,-0.3453359285338022,-0.0,-0.0,-0.0,0.4103493007286189,1.032522792707525,0.3522545186754551,-0.8201610310049644,-2.014519392288929,0.0125454025159522,-0.0,-0.0,-0.0,0.4103493007286189,1.032522792707525,0.3522545186754551,-0.8201610310049644,-2.014519392288929,0.0125454025159522
5,1.1999999999999815,0.0125,0.0,0.0,0.0,-0.411370962185896,-0.991433695361266,2.3366795988098827,0.820951989684557,1.7983641567540691,-0.4588941221941954,0.0,0.0,0.0,-0.411370962185896,-0.991433695361266,2.3366795988098827,0.820951989684557,1.7983641567540691,-0.4588941221941954,-0.0,-0.0,-0.0,0.4150729707762453,1.3591168181646591,-0.0094694243465232,-0.8287500230809218,-2.5728749472930303,-0.0790343486815877,-0.0,-0.0,-0.0,0.4150729707762453,1.3591168181646591,-0.0094694243465232,-0.8287500230809218,-2.5728749472930303,-0.0790343486815877
6,1.44,0.015,0.0,0.0,0.0,-0.4143715189123914,-1.097568615313535,2.765973547972413,0.8256556267289401,1.884052980732156,-0.5672649551139084,0.0,0.0,0.0,-0.4143715189123914,-1.097568615313535,2.765973547972413,0.8256556267289401,1.884052980732156,-0.5672649551139084,-0.0,-0.0,-0.0,0.4203962930380595,1.677422320675267,-0.4248706670322204,-0.8383463221059159,-3.105490182834976,-0.1819760821883862,-0.0,-0.0,-0.0,0.4203962930380595,1.677422320675267,-0.4248706670322204,-0.8383463221059159,-3.105490182834976,-0.1819760821883862
7,1.6800000000000173,0.0175,0.0,0.0,0.0,-0.4174586397678945,-1.175140010416987,3.1199252167232503,0.8303489163700342,1.915130802354958,-0.6627574340511166,0.0,0.0,0.0,-0.4174586397678945,-1.175140010416987,3.1199252167232503,0.8303489163700342,1.915130802354958,-0.6627574340511166,-0.0,-0.0,-0.0,0.4261918246480609,1.9696023733100336,-0.8460605064984525,-0.848743834689521,-3.5885497977973144,-0.2829896612551887,-0.0,-0.0,-0.0,0.4261918246480609,1.9696023733100336,-0.8460605064984525,-0.848743834689521,-3.5885497977973144,-0.2829896612551887
8,1.9200000000000292,0.02,0.0,0.0,0.0,-0.4205656573377921,-1.225070915610697,3.3789470437359297,0.8349541041339338,1.907333478809172,-0.7376805657639953,0.0,0.0,0.0,-0.4205656573377921,-1.225070915610697,3.3789470437359297,0.8349541041339338,1.907333478809172,-0.7376805657639953,-0.0,-0.0,-0.0,0.432332122740249,2.217820049139645,-1.225150239862034,-0.8597364674413126,-3.998238491062592,-0.3687849491327402,-0.0,-0.0,-0.0,0.432332122740249,2.217820049139645,-1.225150239862034,-0.8597364674413126,-3.998238491062592,-0.3687849491327402
9,2.160000000000034,0.0225,0.0,0.0,0.0,-0.4236298483776143,-1.248613098882834,3.523725484816453,0.8394011158573078,1.876164240561637,-0.7861623300108872,0.0,0.0,0.0,-0.4236298483776143,-1.248613098882834,3.523725484816453,0.8394011158573078,1.876164240561637,-0.7861623300108872,-0.0,-0.0,-0.0,0.4386931235799761,2.4056864312725605,-1.5199084497001376,-0.8711246627207463,-4.31287265472117,-0.4278185278669321,-0.0,-0.0,-0.0,0.4386931235799761,2.4056864312725605,-1.5199084497001376,-0.8711246627207463,-4.31287265472117,-0.4278185278669321
10,2.4000000000000306,0.025,0.0,0.0,0.0,-0.4266343406208089,-1.250839849917252,3.5381324449357567,0.8437091609872531,1.8344220324608616,-0.8234762676770683,0.0,0.0,0.0,-0.4266343406208089,-1.250839849917252,3.5381324449357567,0.8437091609872531,1.8344220324608616,-0.8234762676770683,-0.0,-0.0,-0.0,0.4451900458345693,2.533645719506334,-1.7538696620665568,-0.8827848409796444,-4.535549614404187,-0.4688525854972165,-0.0,-0.0,-0.0,0.4451900458345693,2.533645719506334,-1.7538696620665568,-0.8827848409796444,-4.535549614404187,-0.4688525854972165
11,2.640000000000021,0.0274999999999999,0.0,0.0,0.0,-0.4295918430768999,-1.2392899562659911,3.4080949575582817,0.8479550513001751,1.7931610989564315,-0.8785382171490568,0.0,0.0,0.0,-0.4295918430768999,-1.2392899562659911,3.4080949575582817,0.8479550513001751,1.7931610989564315,-0.8785382171490568,-0.0,-0.0,-0.0,0.4517634516565013,2.613002188921804,-1.992998043967726,-0.8946424407939356,-4.6853543948013465,-0.5137497010266288,-0.0,-0.0,-0.0,0.4517634516565013,2.613002188921804,-1.992998043967726,-0.8946424407939356,-4.6853543948013465,-0.5137497010266288
12,2.880000000000007,0.03,0.0,0.0,0.0,-0.432515557776679,-1.2215432971122278,3.1195743082900256,0.8522165586113011,1.7634066061579494,-0.9804913884383916,0.0,0.0,0.0,-0.432515557776679,-1.2215432971122278,3.1195743082900256,0.8522165586113011,1.7634066061579494,-0.9804913884383916,-0.0,-0.0,-0.0,0.4583543255896635,2.655241115854532,-2.303964923092625,-0.906623717708285,-4.781638482253328,-0.5845907933075973,-0.0,-0.0,-0.0,0.4583543255896635,2.655241115854532,-2.303964923092625,-0.906623717708285,-4.781638482253328,-0.5845907933075973
13,3.119999999999993,0.0325,0.0,0.0,0.0,-0.4354183719818055,-1.2049923707588284,2.662530363128858,0.856571107116506,1.7559434996786212,-1.1563039466353195,0.0,0.0,0.0,-0.4354183719818055,-1.2049923707588284,2.662530363128858,0.856571107116506,1.7559434996786212,-1.1563039466353195,-0.0,-0.0,-0.0,0.4649032002150071,2.67153752781212,-2.74624100196242,-0.918654320408931,-4.843255112891146,-0.7001667747277233,-0.0,-0.0,-0.0,0.4649032002150071,2.67153752781212,-2.74624100196242,-0.918654320408931,-4.843255112891146,-0.7001667747277233
14,3.359999999999979,0.035,0.0,0.0,0.0,-0.4383059332638944,-1.192719915261543,2.118890337085637,0.8610881257665662,1.7760316537145109,-1.382918023640356,0.0,0.0,0.0,-0.4383059332638944,-1.192719915261543,2.118890337085637,0.8610881257665662,1.7760316537145109,-1.382918023640356,-0.0,-0.0,-0.0,0.471340212965857,2.665930729259148,-3.2136826042385453,-0.9306459398383292,-4.877597768023525,-0.8035984089835871,-0.0,-0.0,-0.0,0.471340212965857,2.665930729259148,-3.2136826042385453,-0.9306459398383292,-4.877597768023525,-0.8035984089835871
15,3.599999999999969,0.0375,0.0,0.0,0.0,-0.4411766495045164,-1.1834989084290046,1.6625487941842172,0.8658290482671599,1.82340587104454,-1.5872497181642864,0.0,0.0,0.0,-0.4411766495045164,-1.1834989084290046,1.6625487941842172,0.8658290482671599,1.82340587104454,-1.5872497181642864,-0.0,-0.0,-0.0,0.4775851061279115,2.63532430161717,-3.434531674722708,-0.9424963091951518,-4.880600174136903,-0.7623363110807486,-0.0,-0.0,-0.0,0.4775851061279115,2.63532430161717,-3.434531674722708,-0.9424963091951518,-4.880600174136903,-0.7623363110807486
16,3.839999999999965,0.04,0.0,0.0,0.0,-0.4440286138161097,-1.1759149471895374,1.471398878840316,0.8708549607046131,1.8975607339512324,-1.694040083996605,0.0,0.0,0.0,-0.4440286138161097,-1.1759149471895374,1.471398878840316,0.8708549607046131,1.8975607339512324,-1.694040083996605,-0.0,-0.0,-0.0,0.4835571700239289,2.5763115774797853,-3.129829533048804,-0.9541025548196446,-4.847697807508048,-0.4405410895599407,-0.0,-0.0,-0.0,0.4835571700239289,2.5763115774797853,-3.129829533048804,-0.9541025548196446,-4.847697807508048,-0.4405410895599407
17,4.079999999999972,0.0425,0.0,0.0,0.0,-0.4468595892002446,-1.1685298988769677,1.721513447980402,0.876224300634322,1.9977325198778813,-1.628810609292519,0.0,0.0,0.0,-0.4468595892002446,-1.1685298988769677,1.721513447980402,0.876224300634322,1.9977325198778813,-1.628810609292519,-0.0,-0.0,-0.0,0.4891774097988819,2.485677089006419,-2.0244314323970523,-0.96536343218817,-4.774516803949272,0.2958521978326757,-0.0,-0.0,-0.0,0.4891774097988819,2.485677089006419,-2.0244314323970523,-0.96536343218817,-4.774516803949272,0.2958521978326757
18,4.319999999999986,0.045,0.0,0.0,0.0,-0.4496475320064174,-1.1584818551553022,2.479748109175594,0.8818365937559045,2.1076592159138947,-1.3639088441501457,0.0,0.0,0.0,-0.4496475320064174,-1.1584818551553022,2.479748109175594,0.8818365937559045,2.1076592159138947,-1.3639088441501457,-0.0,-0.0,-0.0,0.4944697199306336,2.3716773423062234,-0.0720286387277025,-0.9762754449440402,-4.668122871405169,1.474441541025109,-0.0,-0.0,-0.0,0.4944697199306336,2.3716773423062234,-0.0720286387277025,-0.9762754449440402,-4.668122871405169,1.474441541025109
19,4.560000000000005,0.0475,0.0,0.0,0.0,-0.4523396982734089,-1.1407020554003258,3.6436717334961743,0.8873450523925217,2.1870564591001496,-0.944262734679133,0.0,0.0,0.0,-0.4523396982734089,-1.1407020554003258,3.6436717334961743,0.8873450523925217,2.1870564591001496,-0.944262734679133,-0.0,-0.0,-0.0,0.4996174733630258,2.260350403110428,2.418991762189866,-0.986986606389338,-4.553313054625384,2.9578011538402893,-0.0,-0.0,-0.0,0.4996174733630258,2.260350403110428,2.418991762189866,-0.986986606389338,-4.553313054625384,2.9578011538402893
