, ,t[s],q_fl1,qd_fl1,qdd_fl1,Tau_fl1,q_fl2,qd_fl2,qdd_fl2,Tau_fl2,q_fl3,qd_fl3,qdd_fl3,Tau_fl3,q_fr1,qd_fr1,qdd_fr1,Tau_fr1,q_fr2,qd_fr2,qdd_fr2,Tau_fr2,q_fr3,qd_fr3,qdd_fr3,Tau_fr3,q_bl1,qd_bl1,qdd_bl1,Tau_bl1,q_bl2,qd_bl2,qdd_bl2,Tau_bl2,q_bl3,qd_bl3,qdd_bl3,Tau_bl3,q_br1,qd_br1,qdd_br1,Tau_br1,q_br2,qd_br2,qdd_br2,Tau_br2,q_br3,qd_br3,qdd_br3,Tau_br3
798,798,5.191999999999683,-0.0271927400924487,-0.0024401638132791,0,-1.391643157558942,-0.4510777377237482,0.0139307104016466,0,-1.1409595091880094,1.213935322187078,-0.3583864044102604,0,-2.0421616604734423,-0.0930893870980621,-0.0167143223675419,0,2.0759674530754126,-0.4360742755914794,-0.010721035184782,0,-0.6114759926387405,0.9705699219636552,0.3061374085840794,0,-1.3425611969965618,0.0121804342596772,0.3505251542081746,0,2.2280446409907686,0.6265069415893624,0.2298842538366936,0,0.7402799486525833,-1.422623025157399,-0.1378529324937047,0,2.738099851286328,-0.1029590153129223,0.3300544699131345,0,-1.6528201395384254,0.7247734619281345,-0.0693233735056095,0,0.1320758969035637,-1.4288082126702784,-0.0584635459924632,0,2.2369654885535306
799,799,5.195999999999683,-0.0271960724774536,-0.0003208981908891,0,-1.3893341806988522,-0.4510214970239118,0.0141008711965429,0,-1.1421230124363422,1.2124964504098406,-0.3601814117326709,0,-2.041808995832586,-0.0931502684842126,-0.0147474296798115,0,2.077568725575418,-0.4361177420829992,-0.0109112261219766,0,-0.6121306469726991,0.9718176868626288,0.3138893234356489,0,-1.343200165241191,0.0135891356002124,0.3527888490921251,0,2.2234442262981795,0.6274267161882605,0.2299955051847161,0,0.73900793588114,-1.4231706383844418,-0.1365983439524344,0,2.739674505415702,-0.1016315607560837,0.3325286339235453,0,-1.6574428535817671,0.7244829466234193,-0.073728675681601,0,0.1332064362832181,-1.4290357170268009,-0.0563568621239118,0,2.237705726056993
800,800,5.199999999999682,-0.0271909428520483,0.0017934639052791,0,-1.3870816801347707,-0.4509645873750896,0.0142671906616937,0,-1.1433297293465423,1.2110504911344029,-0.3619459017547707,0,-2.0414553045318438,-0.0932032526148272,-0.0127705269629197,0,2.0790952654089847,-0.4361619763136992,-0.0111038774006574,0,-0.6128124192324201,0.9730965516073444,0.321672757332625,0,-1.3438998892133522,0.0150068958964566,0.3550546791956057,0,2.218745973781011,0.6283468307275225,0.2300717298362802,0,0.7376277286491705,-1.4237130863314196,-0.1352945530025039,0,2.741187606670556,-0.1002942279343805,0.3349974841938211,0,-1.6620994858681382,0.7241747109843266,-0.0781675361679016,0,0.1344005648181275,-1.4292546614487327,-0.0542058995469531,0,2.238489911003108
801,801,5.203999999999682,-0.0271773736004331,0.0039020158551513,0,-1.384886104353008,-0.4509070264453509,0.0144289378090045,0,-1.1444272744495785,1.2095975656326414,-0.3636801369145009,0,-2.041036983650825,-0.0932483042301313,-0.0107851561716199,0,2.0806245980076805,-0.4362069852012369,-0.0112980421449985,0,-0.6136019620363707,0.974406634024117,0.3294849750827246,0,-1.3446950429835978,0.016433719463244,0.3573212445097558,0,2.2140492362455624,0.629267135176858,0.2301096834795253,0,0.7362057333574031,-1.4242501674165322,-0.1339399609778989,0,2.7426686800396864,-0.0989470388617112,0.337460728412659,0,-1.6668186538486385,0.7238486264368533,-0.0826380715740989,0,0.1356736323936624,-1.4294648744706393,-0.0520125482728557,0,2.239327422048328
802,802,5.207999999999681,-0.027155387389821,0.0060049347491894,0,-1.382778596125394,-0.450848829451639,0.0145871018719859,0,-1.1455158823645828,1.2081377962847544,-0.3653836696415073,0,-2.0405965749204125,-0.0932853850775691,-0.0087899035906332,0,2.0820779131245555,-0.4362527779978021,-0.0114947444510444,0,-0.6143708707275469,0.9757480409516336,0.3373232216784014,0,-1.3455305105583564,0.0178696071547325,0.3595878241193008,0,2.2092637495342493,0.6301874763011066,0.2301092866781676,0,0.7347588363781747,-1.4247816779573177,-0.1325343953671379,0,2.744121622804397,-0.0975900222236356,0.3399162959607225,0,-1.6716076748550943,0.7235045723222953,-0.0871382753123328,0,0.1370181315830356,-1.4296661909152786,-0.0497782734055315,0,2.240215643103656
803,803,5.211999999999681,-0.0271250106197498,0.0081009625605413,0,-1.3807284150477368,-0.4507900123735375,0.0147411546915339,0,-1.146574154796587,1.2066713066322436,-0.3670562561966638,0,-2.040122712780825,-0.0933144604423675,-0.0067863222542987,0,2.083466003619047,-0.4362993601313978,-0.0116924643423502,0,-0.6152517884953911,0.97712087096029,0.3451856571681679,0,-1.3464681307776378,0.0193145553139025,0.3618531907040459,0,2.2043951041933822,0.631107697396191,0.2300694340322102,0,0.733264165857994,-1.4253074095430194,-0.131076348054701,0,2.745537479255376,-0.0962232114746877,0.3423632633322555,0,-1.676426973592135,0.723142436382065,-0.0916660236555114,0,0.1383672822245126,-1.4298584537465382,-0.0475052934920454,0,2.241121952876675
804,804,5.21599999999968,-0.0270862718414931,0.0101897202548828,0,-1.3787515610454637,-0.4507305927200818,0.014890648603054,0,-1.147554076929244,1.205198221848335,-0.3686973331310224,0,-2.039596803042585,-0.0933354990487807,-0.0047751302982151,0,2.0848162693706667,-0.4363467364064678,-0.0118914114093796,0,-0.6161322060105889,0.978525209159074,0.3530684124188315,0,-1.3474567249510383,0.0207685548057177,0.364116004199466,0,2.1995260232753044,0.6320276368874922,0.229988838236831,0,0.7317402392579214,-1.4258271483036895,-0.1295644453142333,0,2.7469212001990515,-0.094846642925513,0.3448010450353068,0,-1.6813485730692646,0.722762110322044,-0.0962206253442965,0,0.1398357371679102,-1.4300415135962654,-0.0451954492611253,0,2.2421036686249747
805,805,5.21999999999968,-0.0270392035604106,0.0122700823789248,0,-1.376805234673548,-0.4506705908195288,0.0150349001604825,0,-1.148490323909192,1.2037186733601448,-0.3703051425858117,0,-2.039030143331218,-0.0933484724037233,-0.0027569718269298,0,2.086074856483107,-0.4363949090801071,-0.0120907269863635,0,-0.617066758026355,0.979961131704728,0.3609697763660511,0,-1.34852337214483,0.0222315984313542,0.3663772205926286,0,2.194548176148821,0.6329471294092494,0.2298666850946197,0,0.7301672580119076,-1.426340675137148,-0.1279974419076191,0,2.748262870826623,-0.0934603570540906,0.3472284205799397,0,-1.6862643713577166,0.7223634976222068,-0.100798507721121,0,0.1413728462138045,-1.4302152300961075,-0.0428511066985103,0,2.243133622906561
806,806,5.22399999999968,-0.0269838404738014,0.0143416821316971,0,-1.3749920102363296,-0.4506100292731501,0.0151734077838813,0,-1.1493824407329434,1.2022327955703944,-0.3718793021632578,0,-2.0384239111930893,-0.0933533577161278,-0.0007334774604556,0,2.087328914981013,-0.4364438776588055,-0.0122897726779276,0,-0.6180713718009956,0.9814287029913106,0.3688864226231391,0,-1.3496734185627135,0.0237036762600804,0.3686356716352331,0,2.189549526583697,0.6338660046314868,0.2297016339165525,0,0.72856289329565,-1.4268477641032178,-0.1263735021477328,0,2.749569288550815,-0.0920643923298142,0.3496463711539583,0,-1.6912815243593484,0.7219465105037698,-0.105397888035857,0,0.1429423122199541,-1.4303794709598754,-0.0404741671285848,0,2.2441984829322283
807,807,5.227999999999679,-0.0269202227160803,0.0164028797465534,0,-1.3732240680300982,-0.4505489328425428,0.0153056203081414,0,-1.1502523533461186,1.2007407250271074,-0.3734192172482373,0,-2.037784200425466,-0.0933501308698126,0.0012962510962694,0,2.088494547543564,-0.4364936427420099,-0.0124890860344149,0,-0.6190954831019226,0.9829279765745182,0.3768158295758354,0,-1.3508873104647847,0.0251847764554529,0.3708910591578059,0,2.1844899076231776,0.6347840896848492,0.2294932492833183,0,0.7268885514405834,-1.4273481844419835,-0.124691623226823,0,2.7508203911202886,-0.0906587932320649,0.3520526629903827,0,-1.6963429625154764,0.7215110684095295,-0.1100169510514801,0,0.1446095309736182,-1.4305341132044018,-0.0380670853547428,0,2.2453286440521625
808,808,5.231999999999679,-0.0268483929363476,0.0184533332489538,0,-1.3715649581398164,-0.4504873269562003,0.0154314795645187,0,-1.1510465785435162,1.1992425971143346,-0.3749254550794535,0,-2.0370900908605982,-0.0933387718930505,0.0033306185085702,0,2.089642237722267,-0.4365442021329096,-0.0126876146161856,0,-0.6201665867864127,0.984458995031309,0.3847551880456398,0,-1.352175920066031,0.0266748852906489,0.3731428735041869,0,2.1793807843249726,0.6357012074743894,0.2292403054927035,0,0.725192986642595,-1.4278417007642314,-0.1229506025587571,0,2.7520376418142343,-0.0892436068275829,0.3544471168524562,0,-1.7014593350307965,0.7210571011251969,-0.1146528906894275,0,0.1463502702842408,-1.4306790425797884,-0.0356319641077805,0,2.24651189095431
809,809,5.235999999999678,-0.0267683964648882,0.0204922847466608,0,-1.3699308540912551,-0.4504252359254395,0.0155513581996642,0,-1.1518091672298705,1.197738545654046,-0.3763983452607765,0,-2.036357964483213,-0.0933192596599324,0.0053704598865867,0,2.090669651981192,-0.4365955537760858,-0.0128857091477302,0,-0.6213203526993312,0.9860217913329672,0.3927022246649974,0,-1.3535596590091927,0.028173985252839,0.3753900326392094,0,2.174212549776908,0.6366171807345258,0.2289431052814893,0,0.7234471964696397,-1.4283280744542093,-0.121149765500485,0,2.7532063508091884,-0.0878188842655926,0.3568284608077607,0,-1.7066292066086268,0.7205845478004936,-0.1193034995792348,0,0.1481189381070284,-1.4308141530934233,-0.0331708508375045,0,2.247727849279045
810,810,5.239999999999678,-0.0266802776638997,0.0225202612629791,0,-1.368423039457482,-0.4503626823117209,0.0156657149416432,0,-1.152503459586022,1.1962287000276612,-0.3778392417011861,0,-2.035574115822235,-0.0932915774332927,0.0074141229882656,0,2.0917007662811,-0.4366476942093914,-0.0130828104821291,0,-0.6225161198985318,0.98761638396891,0.4006528941289927,0,-1.355017214463942,0.0296820543859921,0.3776314186751623,0,2.168993703266256,0.6375318307079618,0.228601082558428,0,0.7216585651587384,-1.4288070642162645,-0.1192884442007202,0,2.754329101984959,-0.0863846812714438,0.3591955891410305,0,-1.7118430638953703,0.7200933531398861,-0.1239676265736457,0,0.1499768803869029,-1.4309393468366824,-0.0306857544638253,0,2.2490048345970703
811,811,5.243999999999677,-0.0265840839199326,0.0245361382783672,0,-1.3669546136948418,-0.4502996874734873,0.0157747983819849,0,-1.1531720244428476,1.1947131861140212,-0.3792488600319508,0,-2.034755882461666,-0.0932557052329647,0.0094631234297703,0,2.092601437470321,-0.43670062100063,-0.013279417884453,0,-0.6237275658196865,0.9892427818721904,0.4086053268266915,0,-1.3565409880589618,0.0311990659840234,0.3798658195836741,0,2.163694089123059,0.6384449782642192,0.2282142822432294,0,0.7198342351817406,-1.4292784272638968,-0.1173663618632339,0,2.7554072339541986,-0.0849410583191907,0.3615472864277042,0,-1.7171115431248445,0.7195834714031252,-0.1286425249620203,0,0.1518963984635121,-1.4310545332725595,-0.0281784679774078,0,2.2503304142924674
812,812,5.247999999999677,-0.0264798628010391,0.0265401791243055,0,-1.365627573747034,-0.4502362714458239,0.0158789644042192,0,-1.1537482327808597,1.1931921243286774,-0.3806287685288804,0,-2.033876437487802,-0.0932116278916608,0.0115154770836478,0,2.0935240771664376,-0.4367543281780909,-0.0134742478436833,0,-0.6249955593502665,0.9909009828151896,0.4165564494272981,0,-1.3581465233506684,0.0327249882320314,0.3820919454073837,0,2.1583819392603547,0.6393564432226367,0.2277823512602277,0,0.7179819209034508,-1.429741918633058,-0.1153828878942284,0,2.756444884838204,-0.0834880802434324,0.3638825047078344,0,-1.7224574116751616,0.7190548653108976,-0.1333262631679004,0,0.1538962657859935,-1.4311596298272802,-0.0256510441409274,0,2.2517145105154843
813,813,5.2519999999996765,-0.0263676646566331,0.0285314149856639,0,-1.3643487179366098,-0.4501724524354535,0.0159786926552726,0,-1.1543018546254202,1.1916656317072198,-0.3819795763240677,0,-2.0329641197450945,-0.0931593250731283,0.0135734182533738,0,2.094345661355619,-0.4368088120846259,-0.0136684157556576,0,-0.6263184456337467,0.9925909759459036,0.4245043860874467,0,-1.3598377821262475,0.0342597852568494,0.3843088471063397,0,2.1529542565942306,0.6402660469418473,0.2273058904417919,0,0.716058390799086,-1.4301972938237872,-0.1133383781818595,0,2.757419831335949,-0.08202581985813,0.3661989645903468,0,-1.7277987587562502,0.7185075068403561,-0.1380164156744565,0,0.1559482736553761,-1.4312545610942111,-0.0231051878967091,0,2.253141028077064
814,814,5.255999999999676,-0.0262475395800107,0.0305102025641376,0,-1.3631408754773109,-0.4501082474435144,0.0160742377291226,0,-1.1547982426547083,1.1901338195058622,-0.3833029918925593,0,-2.0320058551060773,-0.0930987787398832,0.0156355631823589,0,2.09511707889509,-0.4368640682048815,-0.0138613199897104,0,-0.6276918340108268,0.9943127381207846,0.4324456903939017,0,-1.3616108936571811,0.0358034133667988,0.386514290304177,0,2.1475475693072723,0.6411736081378027,0.2267838734445412,0,0.7140627717066971,-1.4306443074154855,-0.1112324152819898,0,2.758332714907966,-0.0805543523466231,0.3684965656429879,0,-1.7332489704916827,0.7179413743514278,-0.1427116287399504,0,0.158092902643698,-1.4313392576871482,-0.0205423418669628,0,2.254634563355738
815,815,5.259999999999676,-0.0261195373437234,0.0324765427843033,0,-1.3620788711702678,-0.4500436715663036,0.0161661341842575,0,-1.1552367964374264,1.1885967938898565,-0.3846001421505511,0,-2.031001680578567,-0.0930299710647456,0.0177022416334131,0,2.095839424493853,-0.4369200918801756,-0.0140530904553303,0,-0.6290937864715181,0.9960662349096986,0.440377730891537,0,-1.363458645261626,0.0373558261025157,0.3887080126694865,0,2.1420348979775685,0.6420789441766386,0.2262161601982879,0,0.7120854300264224,-1.431082715453874,-0.1090656123986398,0,2.759222021646244,-0.0790737623178742,0.3707722930910351,0,-1.7387510846554877,0.7173564558157951,-0.1474091933316647,0,0.1602485663955361,-1.4314136568135702,-0.0179642182663135,0,2.2561512349736708
816,816,5.263999999999675,-0.0259837112466782,0.0344293028962741,0,-1.3610346174198829,-0.4499787395093779,0.0162543523693314,0,-1.155599033564471,1.187054658000415,-0.3858716653277982,0,-2.0299441608479336,-0.0929528833267039,0.0197736466298859,0,2.096483595730785,-0.4369768780408407,-0.0142435593470913,0,-0.6305471379850731,0.9978514221210992,0.448298136647197,0,-1.3653910736444224,0.0389169689406179,0.3908875040665295,0,2.136508454391727,0.6429818750358987,0.2256036298514978,0,0.7100168450355022,-1.4315122738426014,-0.1068377327245183,0,2.76003882303125,-0.0775841413241034,0.3730247856220954,0,-1.7443012060524437,0.7167527446125347,-0.1521081520404088,0,0.1625266613363049,-1.431477702816642,-0.0153726216817154,0,2.2577468558409137
817,817,5.267999999999675,-0.0258401171992374,0.0363663491267652,0,-1.3597398923515835,-0.4499135374250369,0.016314839486607,0,-1.155996588339358,1.185507907782331,-0.3869847747809171,0,-2.029045301117942,-0.0928685033939335,0.0215256994280941,0,2.097278249251866,-0.4370339777441747,-0.0142890237851306,0,-0.632064738620324,0.9996672405217768,0.4558638280054943,0,-1.3671457240113756,0.0404857612328357,0.3927128475021644,0,2.1305233772978807,0.6438822683938737,0.2249618860079178,0,0.7079239898018542,-1.4319330739468563,-0.1046619166503276,0,2.7609709645507534,-0.0760866390526445,0.374902998667979,0,-1.7501877484869994,0.7161306646935222,-0.1566639559318374,0,0.1648680516727637,-1.4315310681924305,-0.01267595472426,0,2.259104278399445
818,818,5.271999999999674,-0.0256887880643241,0.0382987763648804,0,-1.358570747669768,-0.4498480825100362,0.0163788271339131,0,-1.15629029454596,1.1839567974808736,-0.3880676473513851,0,-2.0280591840207105,-0.0927766732253912,0.0234201871457383,0,2.0979602609638275,-0.4370914387513583,-0.0143923720044122,0,-0.633564783180072,1.0015131499480177,0.4633739300360211,0,-1.3689907178681904,0.0420617446225449,0.3945028052649187,0,2.124523077870786,0.6447799435185764,0.2242696492069961,0,0.7058182041663441,-1.4323450167278646,-0.1024341057686746,0,2.7618317649992523,-0.0745817700272668,0.376734001769051,0,-1.7560561103265993,0.7154904874638641,-0.1611789640404055,0,0.1672608195012747,-1.4315736746730776,-0.0099890846996277,0,2.260534197142434
819,819,5.275999999999674,-0.0255297680807907,0.0402183449541627,0,-1.3575212300950934,-0.449782369635104,0.0164434726240982,0,-1.1565237945535318,1.182401447891037,-0.3891203332504442,0,-2.0270097403546457,-0.0926769956464636,0.0254016200907215,0,2.0985638610266766,-0.4371494165979717,-0.0145291868802749,0,-0.6350798584624667,1.0033889421617728,0.4708331596635406,0,-1.3709411697797345,0.0436448141257751,0.3962691241207416,0,2.1185897322446494,0.6456747011933839,0.2235278092125333,0,0.7036089554305525,-1.4327478858427976,-0.1001515789775116,0,2.7625860614487388,-0.0730696824321897,0.378530869314938,0,-1.7619642070545274,0.7148323518641782,-0.165661057027432,0,0.169720119298631,-1.4316055737115352,-0.0073159576714306,0,2.2620476504379656
820,820,5.279999999999673,-0.0253631232805694,0.0421203961879863,0,-1.356644460544899,-0.4497164016151734,0.0165070390537839,0,-1.1566613722175678,1.180841978104714,-0.3901433738750938,0,-2.0258863037247536,-0.0925692311889045,0.0274351801924307,0,2.099151829412882,-0.4372079985768651,-0.0146845102328184,0,-0.6366697640181128,1.005294426408661,0.4782457470321781,0,-1.373021314328562,0.0452349001304536,0.398019796754471,0,2.112601989478039,0.6465663394292716,0.2227351992877756,0,0.7013363442485804,-1.433141456422723,-0.0978123720683429,0,2.763253845473405,-0.0715504918739773,0.3803003150390764,0,-1.7678015069462114,0.7141563725756066,-0.1701157792931568,0,0.1721888832039024,-1.431626827464031,-0.0046588456871822,0,2.263612034501551
821,821,5.283999999999673,-0.0251889322535487,0.0440022239097867,0,-1.3559073666842802,-0.4496501851347483,0.0165687778203392,0,-1.1567478754061251,1.1792785053159682,-0.391137227872812,0,-2.0247096665333717,-0.0924532343258119,0.0295006371037891,0,2.0996375115113133,-0.4372672336033557,-0.0148502809063777,0,-0.6382200108817248,1.0072294276015052,0.4856154896692287,0,-1.3751802609102952,0.0468319467365336,0.3997569370664696,0,2.106621951477605,0.6474546541646656,0.2218914904644737,0,0.6990250665409565,-1.4335254954435923,-0.0954144243891014,0,2.763849498616316,-0.0700242915774189,0.3820476062550905,0,-1.773694425254317,0.7134626415370455,-0.1745488553497061,0,0.1747084927017836,-1.4316375011172648,-0.0020180273385407,0,2.265249353437236
822,822,5.2879999999996725,-0.0250072799708899,0.0458625387701404,0,-1.3552983584017806,-0.4495837294480034,0.0166280731176257,0,-1.1567209431776082,1.1777111441719026,-0.3921025834523057,0,-2.0234567959498166,-0.0923289239208284,0.031583069856281,0,2.100086795019988,-0.4373271419660101,-0.0150196028139465,0,-0.6398505451107226,1.0091937864425016,0.4929463702097267,0,-1.377468077853398,0.0484359067967833,0.401482757250848,0,2.100647762927824,0.648339440035121,0.2209963520501583,0,0.6966551435380496,-1.4338997620764211,-0.0929558115617424,0,2.7643662950511048,-0.0684911664803924,0.3837739006817026,0,-1.779586358099437,0.7127512368330213,-0.1789630862093059,0,0.1772502887105842,-1.431637661310185,0.0006060967303863,0,2.26694152458201
823,823,5.291999999999672,-0.0248182509010194,0.0477018717523721,0,-1.3548136010045164,-0.4495170424915139,0.0166855245311378,0,-1.1566182274654977,1.1761400067615766,-0.3930400649855419,0,-2.022145360646348,-0.0921962541494573,0.0336754029661419,0,2.1004658085909225,-0.4373877309183879,-0.015190251955706,0,-0.6414795240850367,1.0111873555497015,0.5002410309646944,0,-1.3798455496320072,0.0500467343353403,0.4031969832615982,0,2.094628129620929,0.649220490747696,0.220049587285391,0,0.6942357238921806,-1.4342640105887148,-0.0904355345083892,0,2.764810047126524,-0.0669511999660206,0.3854793485659428,0,-1.7854712924600566,0.7120222238716093,-0.183361740678391,0,0.1798537318135944,-1.4316273714458347,0.0032147175697373,0,2.268704067483539
824,824,5.295999999999672,-0.0246219276957226,0.0495206453517019,0,-1.3544595635516503,-0.4494501313825234,0.0167412206469313,0,-1.1564856203990896,1.1745652020010369,-0.3939505188038623,0,-2.0207974827609365,-0.0920552014709515,0.0357724888129384,0,2.100788262786632,-0.4374489988096222,-0.0153600027410902,0,-0.6431297694369742,1.013209998769925,0.5075023200258362,0,-1.3823193144588914,0.0516643788063907,0.4048982263643137,0,2.0886444730088622,0.6500975984721488,0.2190507597719387,0,0.6917196531864113,-1.434617990228663,-0.0878522564588474,0,2.7651626617959684,-0.0654044757271834,0.3871638081566721,0,-1.7914394144471089,0.7112756609200155,-0.187746158429838,0,0.1825077802855763,-1.431606689557714,0.0058092104028264,0,2.270532698535198
825,825,5.299999999999671,-0.0244183913058995,0.0513192793277806,0,-1.3542359995018929,-0.4493830037252895,0.016794981424474,0,-1.1562675412770111,1.1729868351407753,-0.3948348816314156,0,-2.0193899458263718,-0.0919057551611998,0.0378716776690054,0,2.1010635341474453,-0.4375109395077816,-0.0155280466309655,0,-0.6448407437539538,1.0152615887428382,0.5147322119177743,0,-1.3849049250726408,0.0532887860709996,0.4065857131693306,0,2.082617223310371,0.650970551715775,0.2179988128487237,0,0.68916466721102,-1.4349614469675298,-0.0852053188823277,0,2.765450249585217,-0.0638510862071259,0.3888244896220141,0,-1.7974145644450508,0.7105116029351805,-0.1921170010261536,0,0.1851790199279831,-1.4315756686969117,0.0083907728496313,0,2.272405763788861
826,826,5.303999999999671,-0.0242077194302592,0.0530986993534339,0,-1.3540991787482994,-0.4493156658387587,0.0168472674578516,0,-1.155959271844461,1.1714050084953995,-0.3956938263228373,0,-2.0179222428360504,-0.0917479092269417,0.0399722082307262,0,2.1012376224168507,-0.4375735470370162,-0.015694662115983,0,-0.6465509580118219,1.0173420028338045,0.5219316310641768,0,-1.3875737613369472,0.054919892234619,0.4082565271789493,0,2.076555560300075,0.6518391393523688,0.21689418164484,0,0.6865906675980046,-1.4352941245922417,-0.0824942219699243,0,2.765682095694621,-0.0622911312817619,0.3904597998618346,0,-1.803427294172617,0.709730100245234,-0.1964755559878936,0,0.1879090839956843,-1.4315343548993065,0.0109613271916938,0,2.2743412192999046
827,827,5.30799999999967,-0.0239899740643571,0.0548650652378611,0,-1.3541257025283846,-0.4492480951885969,0.0169106170576582,0,-1.1555589102474175,1.169819883194593,-0.3965003220400127,0,-2.0163995706072635,-0.0915816528511157,0.0420771242446247,0,2.101435067273824,-0.4376368163829798,-0.0158604610386211,0,-0.6483222558076494,1.0194511242625055,0.5291025773061331,0,-1.3903516050293587,0.0565576239246513,0.4099085299463906,0,2.0704567693965896,0.6527031704629063,0.21574555704226,0,0.6839358421761682,-1.435615774507357,-0.0797227070023061,0,2.765832142629008,-0.0607247177109216,0.3920681602503202,0,-1.8094437796288003,0.708931203068362,-0.2008214522053791,0,0.1906812756874112,-1.431482786888376,0.0135226967529152,0,2.2763266211963327
828,828,5.31199999999967,-0.0237651749640577,0.0566276300833274,0,-1.3542920837718968,-0.4491801775787522,0.0170038755639142,0,-1.1550928697990006,1.1682318495004358,-0.3972033571795411,0,-2.014841285420516,-0.0914069327602915,0.0441968014111869,0,2.101588033203292,-0.4377007580617991,-0.0160296059290408,0,-0.6500976287681329,1.0215888517514675,0.5362488863671406,0,-1.393218770091896,0.0582019032599775,0.4115411108941073,0,2.0643408688532405,0.6535625266685345,0.2145699411258008,0,0.6811966854902473,-1.4359261867554267,-0.0769003935411627,0,2.765896423276444,-0.0591519514882921,0.393650278287547,0,-1.8155314872233503,0.708114964271902,-0.2051538125021703,0,0.1934752962944753,-1.431420995774171,0.0160766086972213,0,2.278352576061796
829,829,5.315999999999669,-0.0235333456155269,0.0583837123686344,0,-1.354524910836551,-0.4491118323613559,0.0171145766615859,0,-1.154527818083031,1.1666412547175633,-0.3978247582410423,0,-2.013231151576267,-0.09122370022879,0.0463279187849224,0,2.1016543503645555,-0.4377653822052127,-0.016201040568015,0,-0.6518778885931821,1.0237550873585377,0.5433706979583524,0,-1.396174798115169,0.0598526547883823,0.4131549067229585,0,2.058189779687805,0.6544170920069818,0.2133647318655537,0,0.6783813540178859,-1.4362251604723375,-0.0740280671090098,0,2.76588002800082,-0.0575729399979152,0.3952052959433485,0,-1.821651243932247,0.7072814404731218,-0.2094718523662598,0,0.196327314575483,-1.4313490102734387,0.0186234804896612,0,2.280431715914406
830,830,5.319999999999669,-0.0232945135049389,0.0601327997983493,0,-1.3548819799552874,-0.4490430108647192,0.0172359897490767,0,-1.1538863584614318,1.1650483702076453,-0.3983826082504379,0,-2.011579977816282,-0.0910319180278453,0.048467733372909,0,2.1016670354660545,-0.4378306950585626,-0.0163738197346562,0,-0.6536655159344883,1.02594973054941,0.5504671170496113,0,-1.399218874710645,0.0615098005943616,0.4147489375993195,0,2.051967063253949,0.6552667434514617,0.2121284094327907,0,0.6754993140955512,-1.4365124986704785,-0.0711067559181699,0,2.765785549625131,-0.055987794342316,0.3967322565871015,0,-1.8277953367519904,0.7064306926840023,-0.2137743680252291,0,0.1992046135397916,-1.4312668557707473,0.0211642642091473,0,2.28254713564106
831,831,5.3239999999996686,-0.0230487105662369,0.0618736081793928,0,-1.35535209728925,-0.4489736840553938,0.0173637134590098,0,-1.1531449222145247,1.1634534057544372,-0.3988914456891345,0,-2.0098789080401223,-0.0908315545921696,0.0506152081854223,0,2.10164092712995,-0.4378967011938554,-0.0165476759916886,0,-0.6554756929647988,1.0281726765407642,0.5575370261639901,0,-1.4023547211240268,0.0631732550093221,0.4163209861878971,0,2.045758761498994,0.6561113532988851,0.2108599002395035,0,0.6725496024464427,-1.436788008330704,-0.0681374375179343,0,2.765615481750663,-0.0543966312155167,0.3982296309674571,0,-1.8340333289473785,0.7055627848439109,-0.2180607523516754,0,0.2021275114965373,-1.4311745538067246,0.0236999169425022,0,2.284709751985767
832,832,5.327999999999668,-0.0227959713913564,0.0636056506713504,0,-1.3559756865339443,-0.4489038333825347,0.0174956230936701,0,-1.1523085584820976,1.1618565223722992,-0.3993627161159013,0,-2.008129850494893,-0.0906225794465187,0.0527702897741038,0,2.1016013300387613,-0.4379634056959034,-0.0167228513529756,0,-0.6573183443124367,1.0304238148373377,0.5645788934287728,0,-1.4055864265734606,0.064842925693548,0.4178695327952865,0,2.03944656025007,0.6569507913434407,0.209558707498831,0,0.6695528654060323,-1.4370515022634565,-0.0651217176082279,0,2.765377729786096,-0.0527995799258549,0.3996937906412582,0,-1.8402663431086292,0.7046777857690151,-0.2223295965895602,0,0.2050636712006889,-1.4310721225237644,0.0262312478700119,0,2.286899150255764
833,833,5.331999999999668,-0.0225363822348376,0.0653038416511273,0,-1.3566825640808655,-0.4488334778399173,0.0176146932488553,0,-1.151404674773875,1.1602578879908183,-0.3997828696106174,0,-2.0063382166520487,-0.0904049607163877,0.0549333871484334,0,2.1014652505725877,-0.4380308139008406,-0.0168990945969428,0,-0.6591496942652619,1.0327030235684247,0.5715888137227207,0,-1.4088933102961283,0.0665187127079081,0.4193936177701232,0,2.0331204996391654,0.6577849271639941,0.208225168588092,0,0.6664886999226077,-1.4373027934134066,-0.0620583728503473,0,2.765057110303642,-0.0511967722668979,0.401126047186023,0,-1.8465817835509333,0.7037757711137473,-0.226578417518337,0,0.2080625459327043,-1.4309595788070903,0.0287578517477692,0,2.289141953516365
