, ,t[s],q_fl1,qd_fl1,qdd_fl1,Tau_fl1,q_fl2,qd_fl2,qdd_fl2,Tau_fl2,q_fl3,qd_fl3,qdd_fl3,Tau_fl3,q_fr1,qd_fr1,qdd_fr1,Tau_fr1,q_fr2,qd_fr2,qdd_fr2,Tau_fr2,q_fr3,qd_fr3,qdd_fr3,Tau_fr3,q_bl1,qd_bl1,qdd_bl1,Tau_bl1,q_bl2,qd_bl2,qdd_bl2,Tau_bl2,q_bl3,qd_bl3,qdd_bl3,Tau_bl3,q_br1,qd_br1,qdd_br1,Tau_br1,q_br2,qd_br2,qdd_br2,Tau_br2,q_br3,qd_br3,qdd_br3,Tau_br3
1214,1214,6.8559999999995,-0.0075934430076545,-0.2240985153964697,0,-1.6713922266754042,-0.4472870073693909,-0.0275956313283237,0,-0.995388761171791,1.3102437142637855,0.0240266239589279,0,-2.1230007505754744,-0.0572737084714979,-0.1895721026801302,0,1.963789231378107,-0.4373555696877296,0.0264437372349336,0,-0.6181026337260803,0.9795407565874604,-0.2904288991520806,0,-1.4731669386155497,-0.0455402292719959,0.1204043735220495,0,2.2280250449243604,0.6104373046823817,0.0621859476420337,0,0.5123957112043626,-1.4130777100240297,-0.0766283594627719,0,2.546573525274106,-0.2140213455343815,0.0713969961083913,0,-1.3235519286094344,0.7418301348346297,0.1615713380876401,0,-0.0002574128425443,-1.4201305013386794,-0.0603478050336474,0,2.1666599046859343
1215,1215,6.859999999999499,-0.008476889010479,-0.2198426001325555,0,-1.6670449441305712,-0.447400445072738,-0.0286126057951209,0,-0.996807302846392,1.3103172541943962,0.0165261250151608,0,-2.1255409197406165,-0.0580214711369009,-0.1861308285778639,0,1.9679848823410169,-0.4372495406644925,0.0265116263091966,0,-0.6141478801301629,0.9783910319985188,-0.2864406935829029,0,-1.4689483185263836,-0.0450491847483131,0.1235686674916419,0,2.227128006913038,0.6107034518508859,0.0679723541094938,0,0.5124750221125013,-1.4133967940081906,-0.0808140461191659,0,2.547588926102652,-0.2137254328655942,0.0748550281065425,0,-1.322907506626732,0.7424736009143716,0.1606624393583713,0,-0.0041080595945729,-1.42037655655483,-0.0619044763971148,0,2.1628094400044016
1216,1216,6.863999999999499,-0.0093440059889343,-0.215809936312623,0,-1.6630131478490098,-0.4475178944525903,-0.0296119479431632,0,-0.9979768700112274,1.3103613877236338,0.0092233893809554,0,-2.1280029543125893,-0.0587563060616806,-0.1829597423606998,0,1.972279981670988,-0.4371443410775746,0.0262222789405908,0,-0.6100424604740218,0.9772589388752434,-0.2818950794611448,0,-1.464917623779026,-0.0445448343333953,0.126943117754363,0,2.2263403029901903,0.6109922742580839,0.073605229296964,0,0.5122713720471753,-1.413732355790573,-0.0849115677051602,0,2.548439037754753,-0.2134150764459446,0.0785113484327673,0,-1.3221188264771575,0.7431135132664998,0.1597793195075935,0,-0.0081848065809083,-1.420628992139822,-0.0635133575098697,0,2.158995346835903
1217,1217,6.8679999999994985,-0.0101954970462635,-0.2119385989263306,0,-1.659208302574787,-0.4476392534753005,-0.0305831930888655,0,-0.998999912203758,1.3103768758889265,0.0021084552661567,0,-2.130408552528606,-0.0594790852339124,-0.1799907907687703,0,1.97659121582776,-0.4370410244356842,0.0256971076119056,0,-0.6058028497718325,0.976146566081665,-0.2768388935178116,0,-1.4610295902949506,-0.0440264824374833,0.1304804648478746,0,2.225610185986687,0.61130315195356,0.079082203404839,0,0.5118338401817758,-1.4140839964738716,-0.0889055179134458,0,2.549162807101077,-0.2130896111048793,0.0823242882186096,0,-1.3212361183815309,0.7437498328370183,0.1588750595714172,0,-0.0123944201995143,-1.4208879908261045,-0.0651650917608932,0,2.1552432399021257
1218,1218,6.871999999999498,-0.0110318451144316,-0.2081756903721895,0,-1.655600665377356,-0.4477643991631596,-0.0315227344479481,0,-0.9998735318965556,1.31036444766539,-0.0048260324063285,0,-2.1327422483217933,-0.0601904446284414,-0.1771677318619264,0,1.9809233699269384,-0.4369402871663007,0.0250159973087331,0,-0.6014395883905012,0.975055828046899,-0.2713145649387289,0,-1.4572487093692534,-0.0434936053234642,0.1341391010597841,0,2.224937782968005,0.6116354630854044,0.0844035410378581,0,0.5112521364781032,-1.4144512656748636,-0.0927839294024037,0,2.5498124076837168,-0.2127485230049219,0.0862572258190812,0,-1.3203160381237171,0.7443823698744386,0.1579148472267732,0,-0.0166412936636983,-1.4211536849630728,-0.0668461816257109,0,2.1515832337143728
1219,1219,6.875999999999498,-0.0118533487329814,-0.2044771953079247,0,-1.652192654481163,-0.4478932037087891,-0.0324301538213223,0,-1.0006841963029431,1.3103248098509437,-0.0115850120505229,0,-2.135028011170819,-0.0608908204871595,-0.1744425750971286,0,1.9852769734900289,-0.4368425933800185,0.024230648054307,0,-0.5970489430511446,0.9739884860742174,-0.265358957760167,0,-1.4535858566692992,-0.0429458261779935,0.1378837913632939,0,2.2243249463882924,0.6119885972176814,0.089572995537991,0,0.5105481164867506,-1.4148336767091665,-0.0965387245348948,0,2.550408883536808,-0.2123914300169218,0.0902783801643121,0,-1.3194378498372648,0.7450108221380152,0.1568726524167401,0,-0.0209607496295183,-1.421426143993719,-0.0685403008056214,0,2.14798966901986
1220,1220,6.879999999999497,-0.0126601986108344,-0.2008291916616222,0,-1.6489907732616422,-0.4480254528811365,-0.0332607351377117,0,-1.0013661978566384,1.3102586326581342,-0.0181831342556951,0,-2.1371365611326683,-0.0615804984948704,-0.1717843414578586,0,1.9895068198486243,-0.4367482989102912,0.0233541622689168,0,-0.5926479918726887,0.9729460905192064,-0.2590425328250945,0,-1.4501024086937484,-0.0423833145863071,0.1414740900307741,0,2.2237630124246155,0.6123617487487,0.0944886534395336,0,0.5097659443310966,-1.415230614621508,-0.100112049587548,0,2.5508833496378687,-0.2120182961301954,0.0942447922996056,0,-1.31829536808506,0.7456349742696334,0.1558156996852605,0,-0.025341114309648,-1.421705453813998,-0.0702730476126468,0,2.144499024179438
1221,1221,6.883999999999497,-0.0134525707557926,-0.1972078024541472,0,-1.6459686025465048,-0.4481607570982515,-0.0340188814661561,0,-1.001981318442166,1.3101665308659536,-0.024622118089704,0,-2.139096531346268,-0.0622596997067222,-0.1691705102643348,0,1.9936225560334044,-0.4366577048295874,0.0224200219578088,0,-0.588210396274107,0.9719298696288382,-0.2524130121678739,0,-1.4467531141083048,-0.041806982303668,0.1449575009264625,0,2.2233535957420867,0.6127537606498629,0.0991758212966936,0,0.5089031520946098,-1.4156412259457716,-0.1034960261231025,0,2.551247048858773,-0.2116295851421572,0.0981509590689626,0,-1.3170659371785571,0.7462548615569072,0.1547158530737617,0,-0.0296933903053345,-1.421991819077928,-0.0720329128336066,0,2.141154618268938
1222,1222,6.887999999999496,-0.0142304298481257,-0.1935746468585982,0,-1.6430311351455869,-0.4482990402017345,-0.0347597450238866,0,-1.002548995565406,1.310049197189105,-0.0308868450193561,0,-2.1410137480415536,-0.0629285071810419,-0.1665742225006862,0,1.9977903134219177,-0.4365709024550624,0.0214674461839699,0,-0.5839035754637193,0.970941126318594,-0.245464257335959,0,-1.4435194472771469,-0.041216425859508,0.1485343284703177,0,2.22291359316926,0.6131641759258014,0.103748884158606,0,0.5079932384260228,-1.416064969873123,-0.1067462753704344,0,2.551634579233907,-0.2112250990565002,0.1021060295724847,0,-1.3158690886620847,0.7468699070232,0.1534683090243105,0,-0.0340233022604003,-1.4222851185113656,-0.0737566110942105,0,2.1378771887972827
1223,1223,6.891999999999496,-0.0149936523132226,-0.1899048370200133,0,-1.6400954206083247,-0.4484402487861646,-0.035488478777664,0,-1.0031335515179558,1.309907328937879,-0.0369772030806201,0,-2.142912857400898,-0.0635868941825777,-0.1639639773954999,0,2.001855455736063,-0.4364879633893956,0.02049716545438,0,-0.5796173713635349,0.9699810845476312,-0.2382137806288536,0,-1.440345038214325,-0.0406114071440209,0.152160717015711,0,2.222455578224761,0.6135925445731074,0.1082101951313627,0,0.507052329171616,-1.416501323014133,-0.1098668229373951,0,2.552051322873392,-0.2108047075957836,0.1060887816744633,0,-1.3147920426464992,0.7474794988769062,0.1520660046813471,0,-0.0382791951580349,-1.422585145928064,-0.0754236550497649,0,2.134696932864561
1224,1224,6.895999999999495,-0.0157420331350791,-0.186179385287715,0,-1.6372645024784966,-0.448584350232576,-0.0362102858933185,0,-1.0037281894955203,1.3097416232124828,-0.0428933119838238,0,-2.144788496636248,-0.0642347459889471,-0.1613205874677854,0,2.005932438631891,-0.4364089478989968,0.0195126060834129,0,-0.5753718732941806,0.9690509030445577,-0.2306774890054552,0,-1.4372344674928994,-0.0399918186320549,0.1558073184610275,0,2.221936742560208,0.6140384335955231,0.1125645321419174,0,0.5060938631281259,-1.4169497835473035,-0.1128634536482359,0,2.552505431764332,-0.2103683492474137,0.1100832546629514,0,-1.313789857971348,0.7480830021197392,0.1505035708474398,0,-0.0424629191468882,-1.4228916179877138,-0.0770151984845277,0,2.1316043604579185
1225,1225,6.899999999999495,-0.0164753088878642,-0.1823849813995576,0,-1.6344507812252311,-0.4487313323210586,-0.036930233655786,0,-1.0042971873143105,1.309552778896501,-0.048634555053748,0,-2.146624681699885,-0.0648718745444298,-0.1586260040353175,0,2.0099364490919283,-0.4363339119231711,0.0185141615806159,0,-0.5712027268099527,0.968151685713156,-0.2228683836591478,0,-1.434203506780642,-0.0393576481036057,0.1594519167879899,0,2.221376441436191,0.6145014350688168,0.1168185769060936,0,0.5051382467554046,-1.4174098777479591,-0.1157435601093131,0,2.553002221877614,-0.2099160136750619,0.1140775811229169,0,-1.3128676153532572,0.7486797620699391,0.1487762749931535,0,-0.0465792604464311,-1.4232041794466082,-0.0785135868762434,0,2.1285968911149444
1226,1226,6.903999999999495,-0.0171931701468864,-0.1785106853575818,0,-1.631732368138851,-0.4488811976574376,-0.0376516252375458,0,-1.0048176333975745,1.3093414945240949,-0.0542012634442588,0,-2.1484108136733875,-0.0654980404129427,-0.1558689203952456,0,2.0139636885365637,-0.4362629078889597,0.0175028497234684,0,-0.5671458331049335,0.967284483798746,-0.2147996663268213,0,-1.4312674083378645,-0.0387089489756801,0.163079821294111,0,2.2208034259111877,0.6149811711688649,0.1209800864048915,0,0.5041932681393667,-1.4178811651895225,-0.1185157370769064,0,2.55354415620714,-0.209447726841351,0.1180635335493085,0,-1.3120416466148448,0.7492691065333571,0.1468798886821563,0,-0.0506408443232726,-1.4235224094439605,-0.0799028545089785,0,2.1256665456386106
1227,1227,6.907999999999494,-0.0178952740255817,-0.1745488862024106,0,-1.6290548696488774,-0.4490339611928785,-0.0383774765592249,0,-1.0053766910754365,1.3091084684808365,-0.0595933842137094,0,-2.1501797183505467,-0.0661129581671161,-0.1530378027143169,0,2.017952515012194,-0.4361959901387062,0.0164777528011117,0,-0.5631641492834147,0.9664503019229086,-0.206482499807465,0,-1.4284102205862867,-0.0380458213861632,0.1666802185884473,0,2.220183170427936,0.6154772965722756,0.1250572706424326,0,0.503150462635846,-1.4183632432367816,-0.1211896810161188,0,2.5540809448962127,-0.2089635444911037,0.1220338881506079,0,-1.311265936359862,0.7498503487296435,0.1448109737165752,0,-0.0545885808704256,-1.42384582809312,-0.0811686589139652,0,2.122839140874166
1228,1228,6.911999999999494,-0.0185820555961704,-0.170793875867667,0,-1.6262188299055578,-0.4491885634702432,-0.038705062177341,0,-1.0061125139537022,1.3088536432371036,-0.0650959970162311,0,-2.151700510169317,-0.0667170507258565,-0.1504024964567087,0,2.021560678533062,-0.4361329641123246,0.0155325860801668,0,-0.5595812620898425,0.965649939693426,-0.1979892192483356,0,-1.425672560972056,-0.0373678802984276,0.1704391418856034,0,2.219556392291773,0.6159887622654346,0.1287822572322605,0,0.5023460053153129,-1.4188551852894875,-0.12356224465295,0,2.554645459496553,-0.2084630935879518,0.1261518910682012,0,-1.3104225829104994,0.7504228382758531,0.1425841494770174,0,-0.0581748896369429,-1.4241740408568953,-0.0823499608449586,0,2.120241097537226
1229,1229,6.915999999999493,-0.0192546419160795,-0.1673057215869983,0,-1.6232855215964153,-0.4493430876729669,-0.0385806869910695,0,-1.007078717005656,1.3085761357809589,-0.0708220528985779,0,-2.152922488669609,-0.067311397085706,-0.1480247885898248,0,2.0247821304549083,-0.4360734068745219,0.0146901792374606,0,-0.5564477063507297,0.9648839205414445,-0.189373691502416,0,-1.4230365437321482,-0.0366743067536685,0.1743921912280253,0,2.218920045311916,0.6165139100023126,0.1321062456067707,0,0.5019705760901785,-1.4193554777965702,-0.1255554237418447,0,2.5553039986649657,-0.2079456139251353,0.130451552049271,0,-1.3095595026316422,0.7509859937819247,0.1402134253010638,0,-0.0613600179157818,-1.42450676656191,-0.0834593666932275,0,2.117895506687116
1230,1230,6.919999999999493,-0.0199138599164812,-0.1640064200111583,0,-1.6201842059918143,-0.4494961383235246,-0.0381381162615197,0,-1.008290567209719,1.3082751371703945,-0.0767430159816929,0,-2.1539235680299487,-0.0678968071908879,-0.1458329403184341,0,2.027655676066736,-0.4360169838035796,0.0139254404769643,0,-0.5537816697288991,0.9641526656577208,-0.1806580953630935,0,-1.4205265183149054,-0.0359644963945598,0.1784834612789656,0,2.218236459346041,0.6170514037598199,0.1351173064311455,0,0.5018543888060296,-1.419862694828313,-0.127200520929333,0,2.556023533432914,-0.2074105248909931,0.1348853654906996,0,-1.3086520460248083,0.7515392818170634,0.1377133504984673,0,-0.0641911694579529,-1.4248436982245047,-0.0844909250863901,0,2.115768809986059
1231,1231,6.923999999999492,-0.0205603075402003,-0.1608491221388107,0,-1.616897466439992,-0.4496467053297797,-0.037458658024533,0,-1.0096986087871254,1.3079499313267051,-0.0828401443036802,0,-2.154737783718672,-0.0684738751463395,-0.1437819977102147,0,2.030205590118864,-0.4359634394382587,0.0132212996361982,0,-0.5515079914161372,0.963456513216553,-0.1718635462424711,0,-1.4181191806740847,-0.0352380166891925,0.1826764379585838,0,2.217517870491116,0.6176001758993146,0.1378732435284007,0,0.5019826844720737,-1.420375531719975,-0.1285251509075873,0,2.556822710984705,-0.2068573910330451,0.1394226453496709,0,-1.3077637621738447,0.752082232778139,0.1351007331927118,0,-0.0666771769073916,-1.4251845208833889,-0.0854445882690388,0,2.113857165650761
1232,1232,6.927999999999492,-0.0211947162822054,-0.1578887360094392,0,-1.6135527436848935,-0.4497937547475463,-0.0365130149205093,0,-1.0113565677801613,1.307599680008927,-0.0891585047652642,0,-2.155370048587429,-0.069043294090758,-0.1419156326061103,0,2.032511060185115,-0.4359124985527373,0.0125889823393229,0,-0.5495506431164672,0.9627956706448624,-0.163026544608802,0,-1.4157620604943966,-0.0344943809088732,0.1869980804059365,0,2.216754437194207,0.6181591537183805,0.1403562035134768,0,0.5024483174953206,-1.4208926400574255,-0.1295067390779443,0,2.5577421989244056,-0.2062857313190017,0.1440860664238162,0,-1.306976373266839,0.7526144818683098,0.1324040121434947,0,-0.0687935287290252,-1.4255289817056245,-0.0863402865364691,0,2.112173391104512
1233,1233,6.931999999999492,-0.0218177485351382,-0.1550783379503355,0,-1.610012480062391,-0.4499364233610003,-0.0353730859070988,0,-1.01319953087439,1.3072235615241792,-0.0956727202907068,0,-2.1558457557952666,-0.0696056728284937,-0.1401863106011569,0,2.034600800791681,-0.435863917283866,0.012012609825936,0,-0.5480295215363086,0.9621702556798496,-0.1541631695425076,0,-1.4135222024432583,-0.0337331762782476,0.1914113792436976,0,2.2159442814624164,0.6187274070450568,0.1426239935002331,0,0.5030816707124656,-1.4214127433093158,-0.1301808956308564,0,2.558731818872828,-0.2056951366449161,0.1488411761661739,0,-1.306202226655048,0.7531357463073908,0.1296404273656744,0,-0.0705617565003172,-1.4258768655601066,-0.0871827212114976,0,2.1106943528745936
1234,1234,6.935999999999491,-0.0224298443811677,-0.1523662426000216,0,-1.6063372436719212,-0.4500741337392616,-0.0341038727723685,0,-1.01519028391513,1.306820897580262,-0.102347728997445,0,-2.156202187776516,-0.0701614066640269,-0.1385444661633306,0,2.036448054290877,-0.4358175273302583,0.0114740016651346,0,-0.5467785657146729,0.9615803364145122,-0.1452856693581739,0,-1.4113432774738222,-0.0329541547191155,0.1958778819108058,0,2.2150407180428338,0.6193042450716527,0.144732605520929,0,0.5039957925417821,-1.42193475130013,-0.1305943300886041,0,2.5598626105264786,-0.2050853453801456,0.1536538195787682,0,-1.3055485631568384,0.7536458015495713,0.1268245458847207,0,-0.0720901772679538,-1.4262279673896148,-0.0879748416677974,0,2.1093698808467867
1235,1235,6.939999999999491,-0.0230312864217098,-0.1497167222552996,0,-1.6025599050328398,-0.450206511529331,-0.0327519305259213,0,-1.0173379913574605,1.306391145444325,-0.1091500842667959,0,-2.156483341972452,-0.0707107393491607,-0.1369557030175409,0,2.0382031857280114,-0.4357732116540426,0.0109619507855052,0,-0.5458638285913959,0.96102594249309,-0.1364028267411578,0,-1.4092695308784446,-0.0321571913597128,0.2003690892546618,0,2.214049178697445,0.6198891708953138,0.1467280939097298,0,0.5049950984245061,-1.4224577532699656,-0.130791138165577,0,2.5610648121017987,-0.2044562093912049,0.1584973880617943,0,-1.3049568372871594,0.7541444743609783,0.1239685425967164,0,-0.0734004523171777,-1.426582100931019,-0.0887218248318532,0,2.10818136748485
1236,1236,6.94399999999949,-0.0236222470528862,-0.1471046442471094,0,-1.5987067465947358,-0.4503333296397204,-0.0313511574956727,0,-1.019593353982042,1.3059338895140864,-0.1160485956270534,0,-2.1567051237702284,-0.0712537955894928,-0.1353916757801749,0,2.039841512828953,-0.4357308973540793,0.0104655357245706,0,-0.54507481417759,0.9605070731618672,-0.1275219015786228,0,-1.4072178869505734,-0.0313422560281696,0.2048627332260631,0,2.213035310666494,0.6204818334999322,0.1486439489870756,0,0.5061429907375232,-1.4229810092171091,-0.1308134123009082,0,2.562371332485652,-0.2038076674383708,0.1633515812203856,0,-1.3045833180477575,0.7546316367032935,0.1210833521905851,0,-0.0744576762450225,-1.426939100908751,-0.0894288785696519,0,2.107157321303192
1237,1237,6.94799999999949,-0.0242028239443489,-0.1445132283897642,0,-1.5948184963873917,-0.4504544681253862,-0.029926208622792,0,-1.0219641566948092,1.3054488340704395,-0.1230137292882311,0,-2.156892994295532,-0.0717906173461759,-0.1338339666292954,0,2.041427153582178,-0.4356905379208382,0.0099794340678196,0,-0.5445224768712578,0.9600237087811292,-0.1186468062000809,0,-1.4052533543103043,-0.0305093834961524,0.2093443667346607,0,2.2118720159585283,0.6210819993300029,0.1505081548264127,0,0.5073718571109892,-1.4235039384546355,-0.1307001326686029,0,2.5637617754577158,-0.2031397289847503,0.168199535600368,0,-1.3042874420917308,0.7551072030541035,0.1181794005047637,0,-0.0754134205180974,-1.4272988251066936,-0.0901018942125059,0,2.106208207848876
1238,1238,6.951999999999489,-0.0247730652200234,-0.1419313752286462,0,-1.5908837205626127,-0.4505698869203448,-0.0284956173402173,0,-1.024379101342779,1.3049357947088656,-0.1300182537128451,0,-2.157039449241053,-0.0723211860449123,-0.1322684197521987,0,2.0429765356243177,-0.435652109434023,0.0094979503711317,0,-0.5440910927291187,0.9595758119445856,-0.1097821525030312,0,-1.403332175949776,-0.029658662874523,0.213800671322694,0,2.210713508042493,0.6216895232602258,0.1523409584860525,0,0.5086767450529799,-1.4240261029609282,-0.1304858067939219,0,2.5652335557808645,-0.2024524521093988,0.1730304664872193,0,-1.3042202474777254,0.755571115668486,0.1152625311862213,0,-0.0761845083129048,-1.427661153503231,-0.090746254805182,0,2.1053866614961505
1239,1239,6.955999999999489,-0.0253329854294696,-0.1393514833656189,0,-1.5869097872654274,-0.4506796036781179,-0.027072571735754,0,-1.0268716748306532,1.3043946905887212,-0.1370367405084451,0,-2.1571716711471445,-0.072845440189722,-0.1306853132617074,0,2.0444886894601466,-0.4356156026227001,0.0090180241418305,0,-0.54381249674905,0.9591633337019108,-0.1009302822400589,0,-1.4014795973539078,-0.028790217513665,0.2182244655585194,0,2.209412069177964,0.6223043297897859,0.1541588133493611,0,0.5099994578174712,-1.424547194763596,-0.1302022210132806,0,2.566764991699276,-0.2017459376259739,0.1778337346526762,0,-1.3042372087236818,0.7560233424033886,0.1123392272884913,0,-0.0768576165180641,-1.428025985978812,-0.0913667740978676,0,2.104635341014727
1240,1240,6.959999999999488,-0.0258825783942723,-0.1367690725759055,0,-1.5828933272004997,-0.450783679858286,-0.0256673137624396,0,-1.029421546296124,1.3038255345600342,-0.1440464502588105,0,-2.157293084401764,-0.0733632914837366,-0.1290788305260433,0,2.045960293086022,-0.4355810181037723,0.0085373793173219,0,-0.543639966062794,0.9587862146177992,-0.092093897279058,0,-1.3996811148260324,-0.0279042004393107,0.2226082843697347,0,2.208071642132064,0.6229263908021027,0.1559721177167865,0,0.5113215016451341,-1.4250670166079995,-0.1298756758972455,0,2.5683431983755245,-0.2010203123471133,0.1826040489905064,0,-1.3044442856365244,0.7564638670788054,0.1094126887726167,0,-0.0774171609465922,-1.4283932394019598,-0.0919674835661301,0,2.103973064283639
1241,1241,6.963999999999488,-0.0264218257346209,-0.1341815043840472,0,-1.5789032455243792,-0.4508822093328945,-0.024287284858004,0,-1.0319949854082353,1.3032284247904524,-0.151026528573757,0,-2.157397721655795,-0.0738746359582923,-0.1274456056935685,0,2.047458553823547,-0.4355483616785577,0.0080550145731861,0,-0.5435455206117887,0.958444387204175,-0.0832747953328335,0,-1.397931192371483,-0.0270007828609629,0.2269484194340091,0,2.206592101645753,0.6235557112612153,0.157788430442251,0,0.5126643631564531,-1.4255854666705876,-0.1295291909513131,0,2.569980158510854,-0.2002757261873599,0.1873354977744298,0,-1.304741426059932,0.7568926844018211,0.1064854430945715,0,-0.0778847868674694,-1.4287628439894702,-0.0925514737496421,0,2.1033763255920266
1242,1242,6.967999999999488,-0.0269507044106212,-0.1315880256230445,0,-1.5748595081848906,-0.4509753100784126,-0.0229380630509728,0,-1.0345568648204633,1.302603537206573,-0.1579580185405718,0,-2.157478737698001,-0.0743793557405768,-0.1257821286902984,0,2.048912647770731,-0.4355176438752687,0.0075697025555492,0,-0.543550196760785,0.95813778175487,-0.0744731261586554,0,-1.3962451718031907,-0.0260801532044182,0.2312404073848815,0,2.2050781636039978,0.6241923189265267,0.1596128396567414,0,0.5140152052953636,-1.4261025209444325,-0.1291810463699852,0,2.5716640535234103,-0.1995123433992938,0.1920251757647121,0,-1.3052193897755209,0.7573097945282916,0.1035584659008406,0,-0.0782810498657278,-1.429134739283257,-0.0931208150392918,0,2.102844448933448
1243,1243,6.971999999999487,-0.0274691864619495,-0.1289872636723311,0,-1.570826408305512,-0.4510631151964726,-0.021622878429074,0,-1.0371628737917231,1.301951116385929,-0.1648243492601408,0,-2.1575601653180345,-0.074877328353992,-0.1240879221553712,0,2.050373979963702,-0.435488876836267,0.0070812890591849,0,-0.5436415915807957,0.9578663251235828,-0.0656899736383797,0,-1.3946228750049996,-0.0251425087931353,0.2354826636292469,0,2.2034431771226304,0.6248362555123406,0.1614483123083443,0,0.5153155616210112,-1.426618219779443,-0.128846599750114,0,2.5733696014457825,-0.1987303430919393,0.1966691373060239,0,-1.30579124140635,0.7577151973757109,0.1006313615727174,0,-0.078626731849728,-1.4295088702254952,-0.0936766116566715,0,2.102358638509822
1244,1244,6.975999999999487,-0.0279772443955651,-0.1263797576908117,0,-1.5668211008922115,-0.4511457704050009,-0.0203448306522019,0,-1.0397449979159377,1.3012714674321222,-0.1716108681186015,0,-2.157620299480575,-0.0753684283116368,-0.1223621545736177,0,2.051846322855905,-0.4354620742163222,0.0065893383942098,0,-0.5437429255514102,0.9576299427848982,-0.0569254503375917,0,-1.3930318389539973,-0.0241880565166835,0.2396725667545678,0,2.20172317001059,0.6254875634414938,0.163294166866926,0,0.5166308909330741,-1.4271326514268852,-0.1285367256993024,0,2.5751204464782007,-0.1979299129239464,0.2012657652502911,0,-1.3065042518776129,0.7581088883623323,0.0977027657443532,0,-0.0788864838689239,-1.4298851831409618,-0.0942189575858907,0,2.1019404177611856
1245,1245,6.979999999999486,-0.0284748527259393,-0.1237659853092798,0,-1.5627969442104404,-0.4512234287977832,-0.0191053857452286,0,-1.0423547450533042,1.3005649490930302,-0.1783045744241668,0,-2.1576811085294527,-0.0758525276003166,-0.1206042440828803,0,2.053309150575916,-0.4354372491299174,0.0060941456665915,0,-0.5439105437109497,0.9574285649444996,-0.0481779544435751,0,-1.391501425420972,-0.0232170093424786,0.2438089218488184,0,2.199962600801312,0.6261462840326255,0.1651502152194813,0,0.5178517293468448,-1.4276459391911698,-0.1282595052447605,0,2.576865993309142,-0.1971112484589494,0.2058129908958049,0,-1.3073691623082684,0.7584908576207267,0.0947713440233995,0,-0.0790778859528903,-1.430263622127648,-0.0947470861017351,0,2.101582355818789
1246,1246,6.983999999999486,-0.0289619863825577,-0.1211459390494185,0,-1.5588071612788414,-0.451296247534192,-0.0179054050587367,0,-1.0449270641325648,1.2998319652884995,-0.1848947293358622,0,-2.1577162338083675,-0.0763294987259827,-0.118814519393822,0,2.054774605315398,-0.4354144146972072,0.0055956351438085,0,-0.5441501153158795,0.9572621246237424,-0.039447076880278,0,-1.3900380613246963,-0.0222295833672285,0.2478910474487792,0,2.198094382893484,0.6268124468409735,0.1670126896058942,0,0.5190975913006698,-1.4281582304148828,-0.1280202763041185,0,2.578658184330437,-0.1962745544184301,0.2103084453450904,0,-1.3083468042868769,0.7588610871481132,0.0918348510743308,0,-0.0792769767526885,-1.4306441256576103,-0.095259382804464,0,2.1012422006460127
1247,1247,6.987999999999485,-0.0294386212997659,-0.1185199296208826,0,-1.5548624672247575,-0.4513643845296643,-0.016744874844004,0,-1.0475035126734704,1.299072958894037,-0.1913719275496692,0,-2.1577445451032258,-0.0767992134910936,-0.1169926504815754,0,2.056300718820936,-0.4353935851873936,0.005093458310513,0,-0.5444355531202114,0.9571305581810478,-0.0307318374213366,0,-1.3886302484722897,-0.0212260009779909,0.2519171299416758,0,2.1961777029526504,0.6274860717938222,0.1688795677625194,0,0.5202392836124842,-1.4286696849636755,-0.127821476553106,0,2.5804350004890044,-0.1954200417286149,0.2147508276827226,0,-1.3094449570329765,0.7592195446494708,0.0888893148297399,0,-0.0793954555042985,-1.431026623992323,-0.0957536506378317,0,2.100965740056452
1248,1248,6.991999999999485,-0.0299047351052095,-0.1158884110523933,0,-1.5508874635884482,-0.451427997402595,-0.0156236893647027,0,-1.0500696950085688,1.2982884054181476,-0.1977284081709519,0,-2.1577593665935204,-0.0772615389403135,-0.1151371993121953,0,2.057730034267108,-0.4353747774229584,0.0045868949420514,0,-0.5446995943726951,0.9570338094204816,-0.0220301108127931,0,-1.3872527321550316,-0.0202064886045024,0.2558863728809629,0,2.1941477086851693,0.6281671610693544,0.1707457022180335,0,0.5213793112741968,-1.4291804675793722,-0.1276639352572829,0,2.5822403460803467,-0.1945479279602523,0.2191383583121648,0,-1.310660235303754,0.7595661871227264,0.085932431656426,0,-0.0794748064128873,-1.4314110357580438,-0.0962267638443634,0,2.100731127730903
1249,1249,6.995999999999484,-0.0303603053442774,-0.1132512258019149,0,-1.5469828045863154,-0.4514872407313792,-0.0145408949773846,0,-1.052626541198774,1.2974788051582775,-0.2039584853161407,0,-2.157761718166596,-0.0777163516982172,-0.1132516668818724,0,2.059219071725296,-0.4353580017382654,0.0040782422526821,0,-0.545020215071102,0.9569718278942811,-0.0133406573076322,0,-1.3859401321036586,-0.0191712744064295,0.2597984909408414,0,2.19205695169525,0.6288556996523306,0.1726070425541317,0,0.5224462220832296,-1.429690737403118,-0.1275455545765663,0,2.584040291925587,-0.1936584322710189,0.2234710811864161,0,-1.3119895008523152,0.7599009587433979,0.0829607261309072,0,-0.0795216148203652,-1.4317972676922894,-0.096675802359483,0,2.1005366102002734
