t[s],q_fl1,q_fl2,q_fl3,q_fr1,q_fr2,q_fr3,q_bl1,q_bl2,q_bl3,q_br1,q_br2,q_br3,qd_fl1,qd_fl2,qd_fl3,qd_fr1,qd_fr2,qd_fr3,qd_bl1,qd_bl2,qd_bl3,qd_br1,qd_br2,qd_br3,qdd_fl1,qdd_fl2,qdd_fl3,qdd_fr1,qdd_fr2,qdd_fr3,qdd_bl1,qdd_bl2,qdd_bl3,qdd_br1,qdd_br2,qdd_br3,Tau_fl1,Tau_fl2,Tau_fl3,Tau_fr1,Tau_fr2,Tau_fr3,Tau_bl1,Tau_bl2,Tau_bl3,Tau_br1,Tau_br2,Tau_br3
0.0,0.156758491310579,-0.523317716053335,1.1712286083169399,-0.175740173426057,-0.5074520344577039,1.13827480358046,-0.156758491310579,0.540724241638696,-1.1739594173466399,0.175740173426057,0.5247076496397199,-1.1410454946428301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.321804203525062,36.27201633466939,-131.44316997971328,10.10392602040804,36.94503774467694,-128.53939008267392,-10.29019351390538,103.82875069340356,-175.06117790794997,10.252717172800828,103.09682028777887,-177.28048499470424,2.025670766323993,7.744969142492338,-2.4440202029262634,-1.7277340972783162,7.64957383155937,-2.0842863902259565,-4.069255191396501,-3.95236271946625,-4.3059567121884665,4.179989253115154,-3.7085989919789646,-4.0954252433808955
0.002500000000000001,0.15662366882793083,-0.5224218496272948,1.1679538772537719,-0.17548573386710184,-0.5065387606076311,1.1350733589257247,-0.15701095624890055,0.5433308667130002,-1.1783357751730223,0.17599253178566315,0.5272962690750821,-1.1454782095625673,-0.02227634698733344,0.14817526550888557,-0.5409932209967878,0.042049878157174994,0.15106762320506692,-0.5288912809528105,-0.04170261912329088,0.43066438680105684,-0.7234091443041515,0.041703439166426694,0.42766021247326935,-0.7326801885946219,-3.0485070475299296,21.730834081578035,-77.6465453153785,5.851069795803378,22.09859678829608,-75.97040898072215,-6.244674803513416,60.4833821091859,-102.7096274551253,6.184322813578227,60.04635866692425,-103.98202019099512,0.0017481850583584277,4.525738381997539,-2.1936220187512765,0.15970836603446442,4.434951267253313,-1.922373790888758,-0.4869530814339167,-2.324720324539293,-1.826095891180405,0.5163539225905811,-2.1480989553342233,-1.6942183632927883
0.005000000000000002,0.15649009888254156,-0.5215177208515279,1.164671631106472,-0.1752325577172292,-0.5056175681580293,1.1318638826707383,-0.1572667276334683,0.5459296551275972,-1.182713366312261,0.17624768820205883,0.5298767294000989,-1.1499113776682,-0.037839963522967784,0.2534350921317321,-0.923192703891725,0.07154404025689402,0.2583185160764935,-0.9026133426061066,-0.0714681671777107,0.7333700593660931,-1.2332539488067125,0.0714024379019662,0.7282304298744902,-1.2489983281385122,-1.452129672276354,11.390549428968162,-39.73467186327079,2.8564685295527408,11.538888166619145,-38.91871299638016,-3.3834934441728963,29.98364893036999,-51.60805627511585,3.3027419232910216,29.76623721307154,-52.231267753808986,-1.750855348165533,2.23470979835118,-2.0026896840545234,1.8114045372443282,2.1489072915715846,-1.789855974570993,2.0533850762971877,-1.1622603481551137,-0.0605657150840071,-2.0862877205699055,-1.0325865155464327,0.017431319533750156
0.007500000000000001,0.15635768004608286,-0.520606789268298,1.1613817943149136,-0.17498059127126026,-0.5046899829146477,1.128646382118546,-0.15752563569443903,0.5485214555650786,-1.187090512416388,0.17650540515977362,0.5324500703521209,-1.1543436163860152,-0.04778810880593089,0.32265741352538596,-1.172403759790083,0.09052599727918613,0.3287727452713656,-1.146377208163034,-0.0912251154280386,0.9289625789815918,-1.5641247236757916,0.09103201061852466,0.9224274830579129,-1.5840185160999072,-0.42220842080091825,4.578343063009121,-15.125925554969626,0.9155227617822225,4.579642189018121,-14.862895679154336,-1.5149992098851812,10.237654482442073,-18.315682192618468,1.4163897796912472,10.175606292854013,-18.53722127866114,-3.187270898981291,0.7226293149539917,-1.8660710463598547,3.177410046576048,0.6417851641304653,-1.6872871147319286,3.7196230124723955,-0.391076522463259,1.1051550906526453,-3.7981551543371315,-0.2914828770080944,1.1497936413264103
0.01,0.1562263108902265,-0.519690514419868,1.1580842913189688,-0.1747297808240162,-0.5037575306832364,1.1254208645721926,-0.15778751066196955,0.5511071167080364,-1.191465535137435,0.17676544514333709,0.535017331668498,-1.1587735431423003,-0.05321804203525062,0.3627201633466939,-1.3144316997971328,0.1010392602040804,0.3694503774467694,-1.285393900826739,-0.1029019351390538,1.0382875069340356,-1.7506117790794995,0.10252717172800828,1.030968202877789,-1.7728048499470423,0.15172036385979482,0.6213956698702532,-1.2386823220545011,-0.17636696738208002,0.5345891648649967,-1.281550578551105,-0.44754187465161976,-0.8464979091116902,0.6082769676700082,0.3336816605309423,-0.8063837270950671,0.5911256389331356,-4.26262953302253,-0.15975714479329872,-1.7786139531911185,4.207780524254395,-0.23607185545376386,-1.615221384830832,4.679624457767297,0.06273742038672621,1.7855878005814738,-4.789467856681925,0.14579075588829027,1.8131384383128784
0.0125,0.1560958899866443,-0.5187703558485014,1.1547790465585113,-0.1744800726703183,-0.5028217372695446,1.122187337334723,-0.15805218276621666,0.5536874872390621,-1.1958367561274341,0.1770275706372789,0.5375795530865809,-1.1631997753633418,-0.055227022409954814,0.3805012752525023,-1.375081835018146,0.10512734001160583,0.38737147925979065,-1.3448744438003672,-0.10842709757553537,1.0821904045099076,-1.8273054251859449,0.10782293564232323,1.0745694201883687,-1.8504214271481543,0.3801203386692016,-1.1531120642790826,4.50868190389515,-0.6238001178140726,-1.282540596468243,4.346728755923063,0.010528787526428357,-5.360704918805077,8.604603381052735,-0.13696715643785856,-5.260582480142459,8.644779403458474,-4.932062315922856,-0.5617036574899629,-1.7351662520721647,4.852571600504142,-0.6343205075648207,-1.5742129583269704,5.101253142857471,0.27308774824529425,2.095253689254395,-5.230445305575107,0.34981317875021894,2.1177355467208474
0.015000000000000001,0.15596631590700796,-0.5178477730964614,1.151465984473414,-0.17423141310498774,-0.501884128479322,1.118945807709183,-0.1583194822373371,0.5562634158407477,-1.2002024970384169,0.1772915441261286,0.5401377743437196,-1.1676209304754275,-0.05491230912907131,0.3828786828996579,-1.3801594765583935,0.10483374768179146,0.3895561173675155,-1.3500298602870646,-0.10972907400226248,1.0815168329956901,-1.828795972163237,0.10885431677337568,1.0739479658439026,-1.851932345171479,0.3734551605907196,-1.417999453269538,4.697791191299846,-0.63137614938766,-1.5580167856096092,4.543348774761756,0.050863002647609956,-5.396863221151876,9.114079222832885,-0.18714139346311925,-5.267839599654906,9.11474641939958,-5.150700313315884,-0.6324642997352721,-1.730575790526843,5.061838905550059,-0.7026175325864253,-1.5648160086796106,5.152372798418505,0.31388072896289887,2.1486740312233277,-5.291306978987507,0.39116318718519066,2.1738548027780054
0.017500000000000005,0.1558374872229893,-0.5169242257060112,1.14814502950355,-0.17398374842284578,-0.500946230118318,1.115696282998617,-0.1585892393054877,0.5588357511956848,-1.204561079522416,0.17755712809441587,0.5426930351772647,-1.1720356259048434,-0.053371161391627994,0.37673031994500705,-1.3554699355231472,0.10220199419466638,0.38302435842702975,-1.326071173489977,-0.1087363356840143,1.0571123536778662,-1.7896737301794854,0.1075563295330718,1.0498206706986424,-1.8124017014852531,0.24218848658776587,-0.8460858109317608,1.9102696085801174,-0.40369452197674704,-0.978109093187117,1.8297159284585387,-0.13488900328942977,-3.0468694906658786,5.577486668313609,-0.008425772792803876,-2.9090047189991406,5.492033091241121,-4.87367459083522,-0.5212931481284976,-1.7596904160790021,4.785638069616918,-0.5906196709022966,-1.58758470934802,5.0008471551259825,0.2590226303899933,2.0603701010401916,-5.1422723548899505,0.340419576800704,2.0917660427120426
0.02,0.15570930250625994,-0.5160011732194141,1.144816106088792,-0.1737370249187136,-0.5000095679922821,1.11243877050607,-0.15886128420082524,0.5614053419864655,-1.2089108252314629,0.17782408502667027,0.5452463753245663,-1.1764424790778774,-0.05170083839665268,0.3689341200453964,-1.326818523017678,0.0992755905302596,0.37479626909541935,-1.29820940661225,-0.10737735388557,1.0298225278429187,-1.7445290094027996,0.10586398833331773,1.0229043656068382,-1.766893593557711,0.0967839736237579,-0.11019045109640048,-1.2722587758435109,-0.14535469545523938,-0.2290872098287764,-1.272763332493014,-0.3550770042860449,-0.4026204018608723,1.4356078927980889,0.2075949833251229,-0.26492747154190965,1.267645823467774,-4.05611621411448,-0.3774442792689124,-1.817357976252492,3.9740247229294914,-0.4479836628961549,-1.6430732337914655,4.814539943655489,0.18241972037703125,1.9448631732569053,-4.953560911253262,0.2681611432042572,1.9817391027506472
0.0225,0.15558167591871028,-0.515079758739984,1.1414791617659312,-0.17349119413591632,-0.49907533534555,1.1091732839616142,-0.15913547244698975,0.5639728817716946,-1.2132504414609873,0.17809221791245866,0.5477986408110237,-1.1808404329317406,-0.05076516216877367,0.3649461823482998,-1.3145549365593998,0.0976656781354019,0.3704416575297342,-1.2863272240692065,-0.10717559528956833,1.0160722189454987,-1.7206808917004441,0.10530744142959227,1.0095185287357444,-1.7430947542715263,0.024237982727496336,0.2558982824602314,-2.8139937452673465,-0.01770207763090833,0.14448258718416232,-2.7756225825109935,-0.45836771223483336,0.8875193254417555,-0.5940404356499666,0.3094786642961998,1.0251204533061624,-0.8018772897000606,-2.7150575753190354,-0.3190799087195284,-1.8967679874879833,2.639720303693565,-0.39300330049429966,-1.7285461978537213,4.726237202420384,0.14287288241205304,1.8929395366714852,-4.860134471921259,0.2305811434579069,1.9312971153871528
